Unnamed: 0,text,label,conf_pos,conf_neg
228,rt mention_ keep religion out polit gopdeb,0,0.0,1.0
230,rt mention_ dr. ben carson great job tonight love close statement mention_ gopdeb,1,1.0,0.0
231,uimention_ behind fox debat anchor hash out question gopdeb fail,0,0.0,1.0
232,anyon get trash play mention_ gopdeb drink game drinkinggam,0,0.0,1.0
233,donaldtrump donat u..h call favor year later sound like thegodfath not potu that legal gopdeb gopclowncar,0,0.0,1.0
234,rt mention_ ugh think actual peopl sit couch last night say ye ye reason gopdeb,0,0.0,1.0
235,rt mention_ polit even partial ration trump 's campaign gop nomin end gopdeb,0,0.0,1.0
236,rt mention_ scott walker choos kill mother rather abort unborn embryo reason countri give us funni u_,0,0.0,1.0
237,not uniteblu abort talk point gopdeb sinc ppsellsbabypart,0,0.35750000000000004,0.6425
238,rt mention_ close statement reminisc america no longer exist ted kennedyua num4 immigr nation act gu_,0,0.3626,0.6374
239,rt mention_ ted cruz go person take away telescop tri witch gopdeb,0,0.0,1.0
240,mention_ kill last night gopdeb glad care america makeamericagreatagain,1,0.6264,0.3736
241,rt mention_ gopdeb excit anyth els tv past num2 year ...,1,1.0,0.0
243,mention_ mention_ mention_ gopdeb better thought would though candid finess issu sound byte,1,0.6667,0.33330000000000004
244,rt mention_ ye marco rubio actual said iraq invas 'wa not mistak url_ gopdeb url_,0,0.3042,0.6958
245,rt mention_ marco rubio vote against unemploy benefit even though florida need url_ gopdeb htu_,0,0.325,0.675
246,jebbush thought gopdeb rethinknum3 url_,1,1.0,0.0
247,rt mention_ lot job avail bush serv num term conserv commit suicid gou_,0,0.3723,0.6277
248,huh watch mention_ debat num far moder particip better gopdeb,1,1.0,0.0
249,rt mention_ donald trump insult mention_ women not one man stage confront none worthi u_,0,0.35229999999999995,0.6477
250,rt mention_ mention_ wait mention_ ask mention_ stop beat wife gopdeb url_,0,0.3736,0.6264
251,rt mention_ last night watch mention_ got mention_ good stuff gopdeb u_,0,0.35929999999999995,0.6407
252,rt mention_ earth mention_ aint gopdeb foxdeb megynkelli megynkellydebatequest url_,0,0.3294,0.6706
253,fff highlight week includ nationalunderwearday gopdeb jonvoyag offici worst week ever tgif,0,0.3157,0.6843
254,rt mention_ cours assclown not pledg not run third parti candid gopdeb,0,0.34940000000000004,0.6506
255,paul krugman sum happend last night one two major parti gone off deep end url_ gopdeb,0,0.0,1.0
256,rt mention_ rememb no matter win gopdeb everyon watch lose alcoholpoison,0,0.0,1.0
257,rt mention_ trump video cost num time num3m would manag mention_ gopdeb hu_,0,0.3140000000000001,0.6859999999999999
258,mention_ disgrac last night ... gopdeb,0,0.32220000000000004,0.6778
259,rt mention_ predict final gopdeb donald trump tear off missionimposs mask reveal smirk jon stewart,0,0.3469,0.6531
261,rt mention_ ted cruz angl slightli less looni version donald trump gopdeb,0,0.3135,0.6865
263,rt mention_ abort question uo disgust gopdeb,0,0.0,1.0
264,mention_ mention_ prais mention_ thought good job gopdeb not good thing,0,0.29790000000000005,0.7021
266,cnn new york time prais mention_ moder know complet wrong gopdeb,0,0.0,1.0
268,rt mention_ not one candid spoke against trump 's mass-deport plan not one condemn racist comment latino not forgetu_,0,0.0,1.0
269,donald hero gopdeb url_,1,1.0,0.0
270,rt mention_ kryptonian scienc council worri climat chang scari peopl gopdeb,0,0.3804,0.6196
271,withhold valuabl presidenti endors hear everyon 's point view 2nd amend gopdeb,0,0.3736,0.6264
272,rt mention_ ronald reagan never abort isi women not need either basic everyon tonight gopdeb,0,0.0,1.0
273,mention_ won gopdeb last night candid answer question directli not afraid take tough issu,1,1.0,0.0
274,rt mention_ .mention_ mention_ mike huckabe star luntz focu group show spoke feedback u_,1,1.0,0.0
275,watch primetim gopdeb afternoon think mention_ real winner quiet effect,1,0.6566,0.34340000000000004
278,rt mention_ china deal playground bulli punch face put ground b/c resu_,0,0.3516,0.6484
279,rt mention_ lot republican facebook twitter timelin tick fox news run hatchet job debat gopdebau_,0,0.0,1.0
280,not defend mention_ far fair balanc last night name call juvenil gopdeb,0,0.3258,0.6742
281,rt mention_ hat off ben carson use term use idiot hillari clinton secular progress movement gopdu_,1,1.0,0.0
282,mention_ fox team talk num2 minut gopdeb walker talk num obviou goal ambush everyon pathet,0,0.0,1.0
283,rt mention_ actual agre mention_ someth said mention_ not hurt gopdeb concur,1,0.6175,0.3825
284,rt mention_ like ben carson brain mike huckabe heart marco rubio soul chri christi fight john kasich hope add carli fiu_,1,0.6696,0.3304
285,rt mention_ gopdeb like super crappi cage fight bluster bumbl old wrinkled-up tucku clincher without cau_,0,0.0,1.0
286,rt mention_ militari not social experi purpos militari kill peopl break thing imwithhuck u_,0,0.0,1.0
287,mention_ gopdeb kelli no role model not speak prof friend rosi real woman mention_ kelli poser,0,0.0,1.0
288,donald trump ... whatajok gopdeb,0,0.3034,0.6966
289,rt mention_ feel like fox news tri cool parent let kid parti hous fire gopdebau_,0,0.3184,0.6816
290,rt mention_ unconscion mention_ moder ask candid except santorum foreign polici nat sec question iu_,0,0.0,1.0
291,rt mention_ not pro life pro control pro religion pro never mother gopdebau_,0,0.32520000000000004,0.6748
292,rt mention_ solid debat tip take gander mention_ url_ gopdeb teaparti tcot tlot icon url_,0,0.35350000000000004,0.6465
293,rt mention_ creat job greatest moral purpos strengthen famili commun gopdeb url_,1,0.6667,0.33330000000000004
294,rt mention_ mention_ magnific first gopdeb support ted cruz potu would support run mate potu_,1,1.0,0.0
295,woman support r parti pleas wake get inform gopdeb,0,0.3095,0.6905
297,anti- mention_ unit clinton person destruct forc work num2/num sure gopdeb url_,0,0.30110000000000003,0.6989
299,rt mention_ american get behead oversea mention_ worri whether mention_ call rosi o'donnel fu_,0,0.0,1.0
301,elect democraci polit debat entertain not particularli sterl qualiti feder republ gopdeb,0,0.2998,0.7002
302,mention_ mention_ american fear not peopl live fear not free no liberti fear unamerican gopdeb,0,0.3064,0.6936
303,rt mention_ gopdeb carli fiorina domin social media even beat out trump fox nation url_,1,0.6489,0.3511
304,rt mention_ wonder gopdeb address actual solut climat chang clean energi debatewithberni,0,0.3077,0.6923
305,rt mention_ mention_ misogynist ignor xenophob greedi anoth proof money not buy class gopdeb gou_,0,0.0,1.0
306,rt mention_ mention_ gopdeb usa serious would vote clown need cirnow ainf tntvote url_,0,0.0,1.0
307,rt mention_ disagre want gopdeb hit job mention_ calcul mute job mention_ mention_,1,0.6897,0.3103
310,rt mention_ got caught gopdeb felt like write joke biggest joke wholeu_,0,0.0,1.0
311,rt mention_ jeb make want blow rail w wreck dadua car gopdeb,0,0.0,1.0
312,keep religion out polit gopdeb,0,0.3268,0.6732
313,chri cristi abort absurd gopdeb,0,0.0,1.0
314,eat lunch out two old ladi discuss gopdeb give life shade shit outta christi trump,0,0.3617,0.6383
315,rt mention_ tonight 's gopdeb import remind guy think women carri case fetus,0,0.0,1.0
316,rt mention_ may lord guid word tonight let wisdom thought gopdeb,1,0.6936,0.3064
317,rt mention_ gopdeb pretti much url_,0,0.3636,0.6364
318,rt mention_ trump liter said donat politician call later get want liter said that.u_,0,0.0,1.0
319,gopdeb none presidenti candid brought fuck gom jabbar mean least liven crazi,0,0.0,1.0
320,rt mention_ eloqu ... knew say believ say imwithhuck gopdeb url_,1,0.6782,0.3218
321,rt mention_ fact-check prove scott walker liter lie often tell truth url_ gopdeb htu_,0,0.0,1.0
322,rt mention_ want mention_ quietli walk out onto stage five-point-palm-exploding-heart hollow beast gu_,0,0.3438,0.6562
323,gopdeb debat good quit throw crap mention_ got substant candid handl gotcha question,1,1.0,0.0
324,rt mention_ clown not even tackl climat chang not mention inequ surpris gopdeb url_,0,0.3696,0.6304
326,watch gop debat last night saw trump donaldtrump gopdeb mention_ trumpforpresid,1,0.6769,0.32310000000000005
327,factcheck gopdeb url_ unsurprising-but-mass level lie truth-stretch gener bullshitteri,0,0.0,1.0
328,wonder much tonight 's mention_ show gopdeb foxnew,0,0.34019999999999995,0.6598
329,rt mention_ gopdeb never lose focu truli import issu defundpp praytoendabort url_,1,0.6725,0.3275
330,rt mention_ trump call mention_ bimbo reprehens choos candid presid not jerri spriu_,0,0.0,1.0
334,rt mention_ .mention_ focu group articul relat made lot good point imwithhuck gopdeb hu_,1,1.0,0.0
335,rt mention_ gopdeb still clown show glad head clown trump help destroy gop url_,0,0.34619999999999995,0.6538
336,gop want defundpp huckabe want legal prostitut drug gopdeb,0,0.3146,0.6854
337,favorit jeb line take teacher 's union beat sure empow kid disenfranchis one teach em gopdeb,0,0.0,1.0
338,rt mention_ current mood gopdeb url_,0,0.3014,0.6986
339,newest bnum2 built num2 like huckabe complain not mean st. ronni built gopdeb,0,0.0,1.0
340,rt mention_ perri say would rather send mention_ negoti iran john kerri gopdeb,0,0.32220000000000004,0.6778
341,not fan foxnew mention_ deserv better call bimbo ldonaldtrump job gopdeb uniteblu,1,0.6765,0.3235
342,excel post-gop debat analysi friend mention_ mention_ ... url_ gopdeb,1,0.6804,0.3196
343,rt mention_ not tell bad cramp uteru tri flee countri watch gopdeb,0,0.3367,0.6633
344,rt mention_ realiz dawn us holi shit watch fox news gopdeb,0,0.3418,0.6582
345,hey .mention_ know not whine unfair question mention_ grow set not ya gopdeb,0,0.0,1.0
346,rt mention_ hillari spent gopdeb kim kany ... love see url_ url_,1,0.6966,0.3034
347,john kasich seem like decent guy shame drown out looni gop gopdeb,0,0.3258,0.6742
348,rt mention_ feel trump gopdeb url_,0,0.0,1.0
