text,crowd_label,conf0,conf1,conf2
alway thought would better fake somebodi real nobodi tom ripley matt damon say reveal line hitchcockean tale talent mr set num4 movi 's lush color palat make look like film back john seal 's invit cinematographi give pictur travelogu gloss creepi music reminisc old thriller sinist event stori may second thought initi inclin leav theater book seat next flight out act superb damon 's oscar qualiti work stand out truer word never spoken marg explain attent like sun feel warm happi not cold wonder nuanc perform damon reveal much seem reveal littl tom twist plot obviou mani not surpris delic present subtleti stori 's trademark tom not plan nefari activ movi easi natur stori unfold organ rather tightli script not care bs say coldli not care speak not care hear certainli tom not see anyth wrong action subvers show us root along way talent mr ripley may odd disquiet choic holiday releas nevertheless fascin one talent mr rate r violenc languag brief male full-front nuditi would fine teenag,1,8.973665816769998e-130,0.9966715804520001,0.0033284195483800003
realli look forward movi thought mel gibson could interest hamlet problem direct slow plod found hard stay awak part usual shakespear live hard keep not version also bit surpris littl music use actor okay except allan bate also seem sleep scene normal love franco zeffirelli fact one favorit movi romeo juliet great intens interest everi scene would hamlet give num star thumb must fair point out wife realli like movi one top film year must see film excel show look averag movi kind enjoy poor show not wast money num one worst film year total unbear review written januari num2 num4 opinion express mine not meant reflect employ 's,2,0.007347919918749999,0.00315560993329,0.989496470148
movi ruin post-product still greater number undon script-writ process not sure exactli get away murder releg scrap heap probabl premis develop final screenplay right tone intent possibl make bitingli funni film grave issu shrink risk might alien casual viewer bland adher tradit structur cross line dubiou tast realm offens suppos someon thought funni idea let us jack lemmon play seventysometh old man may may not ex-nazi current live brighton massachusett sound like barrel laugh right script credit director harvey miller wrote privat benjamin pepper attempt leviti joke zing time humor come across halfheart leav us wonder film aim get away murder fatuou superfici dramat impact suppos twist hackney predict last time dan aykroyd actual good job movi bilko exit eden support part light drama girl time around appear go motion even less gusto usual jack lemmon lili tomlin depressingli unfunni bonni hunt display fit burst energi make kind posit impress watch movi wonder anyon could make lame pictur seriou subject get away produc would expect limp screenplay complet failur -- precis result,0,1,0,6.11377025572E-28
two type satir high concept low concept lampoon specif target latter concern belly-laugh subtl thought-provok amus former often character wit intellig gross fatigu quirki uniqu product french writer/director/actor michel blanc high concept farc show film smile chuckl not uncontrol laughter -- abund gross fatigu name precis not alter gross fatigu life blanc famou french movi maker/actor bouquet glamor actress noiret suav cultur man grace intern screen cinema paradiso postman special sort director would dare take obviou jab celebr statu part gross fatigu 's appeal film play off ego rather pander expect satir sinc player movi featur sever cameo actress mathilda may charlott gainsbourg director roman polanski make appear never show flesh icon gerard depardieu emanuel beart target sever verbal ripost yet even though mani in-jok refer french cinema familiar franc movi not mandatori enjoy gross fatigu premis demand fair not unreason level suspend disbelief postul might happen famou person doubl doubl chose masquerad star time blanc figur out go decid take action may alreadi late blanc refer franc 's woodi allen script gross fatigu sprinkl kind comedi insight new york base film maker famou although movi occasion hamstrung technic limit poor score obviou exampl superb write solid act make fault themat pictur delv divers weighti topic natur fame person ident declin french film industri face all-out onslaught hollywood way toy realiti fantasi gross fatigu fascin explor life seen eye percept humor director blanc never allow film degener seri pointless joke seriou side also kept bay gross fatigu smart script approach make lightheart nineti minut turn off think portion brain not prerequisit enjoy,1,0,1,4.7888806105499975e-225
don roo opposit sex director-screenwrit come smart script let adult star act like real adult not asham glossi film becom tearjerk romanc stori tug shamelessli heart feel good heartfelt rhythm film allow clearli see troubl coupl feel without seem contriv even though contriv fact film thoroughli engross well-craft close scene speech made clear air seem total unnecessari help carri film contriv spot real-lif romant coupl star film ben affleck gwyneth paltrow play two hurt soul not expect fall love great chemistri onscreen paltrow particular seem make stori appeal credibl hollywood tradit love stori seem easi audienc root get togeth make romanc work thing film littl tougher mainstream film romanc not edgi enough art film fall categori not one type film might caus ignor audienc sex not present prize much seriou meaning relationship probabl age sinc theme tri serious mainstream film might refresh thing film sinc paltrow better actor mop screen scene anguish convinc someon damag afraid get hurt affleck good actor convey someon arrog shallow full fals bravado not convinc someon count bounc back chang man left wonder sensit person could realli becom could help materi not understand drink mask deeper problem charact lie film enough realist romanc belt not buri dead contriv additit pretti good player support role joe morton alway give fine perform sturdi no-nonsens businessman ground film need realiti modest product score not phoni civil court scene end affleck forc act disingenu apologet manner film would much better glad taken see onscreen adult romant film adult interest real relationship condit think foreign film art hous film oper way,2,2.81519217405E-37,7.214936038010001e-20,1
extrem well cast movi ed harri play major bad guy u brigadi gener franci xavier hummel career choke line highli deriv film writer tri small twist yellow ferrari chase hummer among top special effect cabl car blown straight air fli head fun kept think great film made small budget someth say yet admittedli enjoy escapist entertain pictur bring out crowd script dougla cook john hensleigh david weisberg preposter overli dramat funni typic humor interchang exhaust goodspe mason one action scene goodspe ask enjoy mason smile say well certainli better averag day read shakespear avoid gang rape washroom irrit goodspe tell like histori right want find rocket formerli guest besid excel act three lead edit richard francis-bruc choppi begin cinematographi john schwartzman strike throughout san francisco scene lush bright color alcatraz one full warm radianc anyth make prison seem almost pretti cute cinematograph trick dramat quick cut extrem close spin quarter rock run num hour rate r littl sex no nuditi fair amount bad languag lot gori death would fine teenag action film movi deliv good best part act well made piec escap recommend warn not make mistak engag brain show go flow enjoy give one top film year must see film excel show look averag movi kind enjoy poor show not wast money num one worst film year total unbear opinion express mine not meant reflect employ 's,1,2.6339528102899996e-34,0.7878349693600001,0.21216503064
remak even faith one often pale imit origin becom littl frustrat substitut genuin articl num2 angri men num4 insight film ever made serv juri num4 version remak see previou review num4 studio one product piec cinemat trivia remain unknown avid movi fan great director sidney lumet direct num4 version star-stud cast includ luminari henri fonda lee j cobb ed begley e g marshal jack warden jack klugman num4 remak produc mgm releas showtim cabl network superl cast num2 angri men old talent shine even perform not leagu fonda 's robert cum 's play part num4 one open shut thing point out georg c scott 's charact cri out lone voic compass lemmon plead suppos wrong mykelti williamson forrest gump con air want get part show univers racism williamson even person design role charact ex-memb nation islam although not fulli explain appar charact racist black muslim live among life declar williamson 's venom charact defend race hate complet unadulter reason semblanc empathi stori unfold sure certain fact courtroom turn out anyth cours resist mightili not give fact complain williamson 's charact sick tire fact although mcdonnel fine actor brief appear smack token serv no purpos unabl make highli relev stori conclus inevit even seen num4 version remak worth view strength script fine perform everi juror 's vote chang mileston along hard climb reach summit may find emot drain juror not rate would pg pg-num2 matur theme littl profan film would fine kid say nine interest seriou subject recommend film give must see film excel show look averag movi kind enjoy poor show not wast money num total pain unbear pictur opinion express mine not meant reflect employ 's,2,0.0201579393214,0.0137721322291,0.966069928449
screenplay clark gregg director robert zemecki mpaa rate pg-num2 violenc profan adult theme run time num3 minut word sympathi first lie beneath 's director robert zemecki probabl not fault dreamwork market film one appallingli wrong-head trailer advertis campaign ever seen critic colleagu often respond certain overly-expositori trailer comment well not see movi never true case lie beneath seen theatric trailer film -- virtual commerci plot summari blurb matter -- cheat lie beneath one half creepi effect suspens thriller one half predict over-wrought suspens thriller creepi effect half utterli destroy much foreknowledg find no refer herein later turn plot domin advertis film may someon out could thoroughli caught zemecki know homag hitchcock specif rear window instantli load atmospher menac notabl absenc underscor make mani scene even unsettl unlik hypothet someon howev knew come knew develop would domin second half film relationship event first half film realiz time wast set-up blast irrelev market wizard itchi trigger finger sort cinemat thickhead would look psycho num4 said hey let us put girl get stab shower trailer -- good stuff grew angrier angrier angrier grew angrier still saw frantic mess dreamwork seen fit promot hard bad enough potenti eeri ghost stori lie beneath 's first act turn run-of-the-mil run-from-the-kil movi wors yet way film 's conclus drawn out agon degre approxim num num3 individu shock scene -- one accompani burst alan silvestri 's string cours -- becom numb every-num2-second predict final num2 minut lie beneath eventu degener absurd parodi scari movi climax kept wait wayan brother appear exclaim whazzup not deni much lie beneath work pure viscer level -- jump time tens time also one great sequenc near end involv threat slow drown work almost everi possibl level kind sequenc make hard hate film even peopl sell film show open contempt audienc realli no way describ dreamwork done market depart decid job get peopl theater not care ruin experi actual watch film process not think lie beneath would particularli good film even without disastr decis -- far much laughabl dead weight stretch -- would much watchabl one critic often accus hard film expect base much know ahead time least time go plenti compani see screen room detail repli messag subject subscrib,2,0.150068651747,9.35549987394E-39,0.849931348253
star steven seagal michael cain joan chen john c mcginley screenplay ed horowitz robin u russin director steven seagal mani filmmak need someon voic reason someon usual produc need even greater filmmak question rooki director bring us first law 's first corollari especi wari name appear three time titl seagal deadli ground mark action icon steven seagal 's first time director 's chair look like self-indulg deadli dull least half run time deadli ground demonstr ego like seagal 's need someth keep check not believ steven seagal could anyth ineptli act evid contrari appear learn noth pace exposit two collabor andrew davi turn action film pain short action first hour devot overlong set-up briefli interrupt barroom brawl badli edit place dub exclam would clear exactli forrest kick victim subject hand soapbox speech environment degrad includ one middl thoroughli pointless dream/vis sequenc howev almost none inspir forrest reach aegi num almost invari edit attroci lot thing blow deadli ground qualiti pyrotechn still seagal least could sens end film bang instead five minut monologu horror oil compani rival kevin costner 's jfk skreed dramat ineptitud not even point may right chosen wrong forum cours ultim problem steven seagal project must inevit star steven seagal schwarzenegg entertain comic book persona one-lin stallon bring underdog qualiti action flick seagal 's squint stoic bore sieg least chanc thank tommi lee jone live villain michael cain not leagu play nasti businessman seen hundr time john c mcginley put nice spin enforc role dare lose cool admit no match hero direct deadli ground seagal 's idea stretch would offer word laurenc olivi advic act dear boy much easier,0,0.999812151768,8.801698252729999e-108,0.000187848231638
sometim fortun see someth special unusu troubl write kenneth branagh 's new hamlet affect way everi time pick note finish write would switch review instead christma season mani film open stay behind sometim even three press screen see new york time need three film critic cover movi buzz yet anoth adapt william shakespear 's hamlet afteral twenty-eight hamlet movi alreadi sure no longer anyth new say four hour plu twenti minut intermiss precis grant hate shakespear idea stick around long sound like masoch yet even peopl not enamor bard may blown away film let explain branagh chose film 's length two reason first want break tradit full text version play mean viewer would get enjoy mani minor scene director elimin time consider second want allow enough time play breath groundbreak idea make play uniqu access hamlet line worth ponder ten play usual listen not paus reflect actor fli line get movi complet within tradit length never understood appreci hamlet complet predict other fortun enough see movi full four hour length feel way much histori behind run time let summar heard branagh want four hour version distributor theater owner thought would financi disast normal could fill theater twice period moreov shorter version num2mm print wherea longer origin num2mm suppos see num2mm four hour version print stuck london saw num2mm print four hour version instead like sergio leon 's upon time america num4 truncat full length version longer one one see would drive hour see four hour version hamlet given massiv storm day saw exactli ever worth adapt play set nineteenth centuri exterior scene shot blenheim palac use artifici snow movi histori ye even doctor zhivago press kit assur us environment friendli fake snow need not troubl watch pictur music patrick doyl sens sensibl henri v haunt love theme well dramat part full kettl drum horn wail choir beauti sad majest music memor may want buy cd cinematographi alex thomson make feel warmth interior cold exterior branagh said not want gloomi castl dour costum crew deliv set invit text compel branagh favorit shakespearean actor director anyon doubt abil see brilliant henri v remain best act ever branagh bring intens focus approach illumin everi word speak nay know not 'seem thin lip quiver deliv line appear may explod moment everi actor put stamp shakespear 's famou line not deliv speech mirror camera focus mirror imag rather directli appropri branagh star perform revolv appropri posit play talent nevertheless luminari star stud sky worth mention perhap oscar consider branagh say purpos cast film host big name ensur audienc look see hear greater clariti even minor role want get one except rule out way quickli sinc critic film luckili lemmon minut screen time rest actor rang quit good except besid alreadi mention derek jacobi give control effect read malevol claudiu interest choic sinc jacobi 's signatur role emperor claudiu claudiu perform left indel mark memori play excit sexi danger violent kate winslet heavenli creatur sens sensibl jude deliv best perform short talent career fragil vulner ophelia ophelia goe mad believ charlton heston rosemari harri perfectli cast player king queen robin william quit funni small part osric billi crystal underplay comic role first gravedigg incred motion pictur experi movi good remind us power medium see four hour version tri see num2mm version miss num2mm give imag three dimension realism smaller num2mm format never bring out troubl imagin strike visual num2mm print saw could see someth even better rate pg-num2 brief sex nuditi violenc film would fine kid say nine ten recommend film strongest term whether like shakespear hate give top rate not miss film one top film year must see film excel show look averag movi kind enjoy poor show not wast money num one worst film year total unbear opinion express mine not meant reflect employ 's,1,1.390886650029999e-196,1,2.9453404030299998e-21
run time num3 minut one pivot point magnolia -- one sever pivot point paul thoma anderson 's epic human connect disconnect -- woman sit alon apart sing along song half dozen time captur everi one princip charact accompani haunt origin aime mann composit wise sequenc magnolia one year 's best piec film-mak could name dozen moment film stick memori anderson pull piec film-mak togeth stronger whole magnolia might year 's best film instead good one certainli ambiti work follow mani charact one raini day san fernando valley way whole thing littl extend attempt justifi film 's surreal devic later also undeni compel charg anderson 's kitchen sink visual style three hour magnolia deliv thrill scene thrill scene right simpli feel self-indulg anderson nail charact vulner conflict creat sensat scene actor magnolia play like cross symphoni jazz jam solo showcas build toward splendidli edit crescendo thing miss anchor someth tie anderson 's multipl stori line togeth way make greater sum part ye sin father play role charact live obviou anderson want us feel connect not think pull off give attent individu trespass recrimin link sure much talk anderson 's audaci attempt pull stori togeth cloudburst someth besid rain fall sky torrent not guess anderson think loos biblic plagu upon san fernando valley pretend credulity-stretch trick not feel like grand gag dramat fulcrum also someth plain work -- mayb damn-the-torpedo film-mak mayb acknowledg primal forc throttl re-evalu life nutshel wonder frustrat magnolia part want expos anderson philosoph poseur half not stop watch everyth throw screen see screen room detail repli messag subject subscrib,1,0,1,1.0371966618200002e-20
ponder melodrama even becom awkward film 's end doctor prescrib power pain-kil pill fatal one taken within hour,0,1,0,5.23077448331E-14
screenplay nora ephron delia ephron director nora ephron mpaa rate pg-num2 profan adult theme run time num3 minut notwithstand tres-num2s-hip cyber-era premis -- two email chat pal fall love onlin littl realiz alreadi know dislik real world -- got mail old-fashion sort romant comedi not film spin num4 ernst lubitsch comedi shop around corner actual lead actor sometim romanc not concept romanc charact sometim romanc star got mail romanc tom hank meg ryan mind play charact film got mail manag effect job poke appeal problem onlin interact time ephron sister delia use variat idea not person show easi disconnect real peopl way encount whether flesh cursor trust writer -- met wife onlin know whereof speak -- ephron get subject right right embarrass peopl involv love dare not type usernam yet even themat materi littl pleasant fring benefit got mail first foremost chanc watch two incred engag perform togeth take moment watch hank ryan togeth realiz sleepless seattl storybook charm miss hank ryan togeth bicker banter bond warili gener offer delight watch got mail 's final half hour improv shop around corner set stronger foundat rapproach come also mean plenti time enjoy chemistri two star hank play hank smart funni too-nice-for-word ryan play ryan smart funni too-cute-for-word not even matter not tri hard creat distinct charact ephron give clever thing say get out way nice see ephron show comic instinct ineptitud michael mix nut even fair amount flab film-mak much first hour got mail feel ineffici fortun ephron save best last even film creep two hour mark unlik lose viewer interest hank ryan shine brightest got mail celebrity-pow wish-fulfil okay sometim enjoy watch nice thing happen nice peopl even nice peopl involv happen movi star see moviepag detail repli messag subject line subscrib,1,0,1,1.8475793648299997e-49
no visibl differ character sleek photographi magazin frame subject film film glib charact provok air chic fashion pretens art perform make film seem greater realli complic aris out new relationship springboard plot two seem chemistri togeth kiss scene give us need look passion control luci charg thing instig relationship sexual line film pack wallop combo three women differ intent person play well act realli fine actor properli ensconc role support well eventu film carri along sheedi 's intens perform die ungrac death much slick ran out thing resolv mean contriv highli question art seen realli worthi deem someth special lost interest charact film began look like commerci magazin would not stop get main articl could cut edg dramat lesbian romanc follow turn out film not art soap opera stori three women differ stage life get togeth separ pain final settl usual way sitcom settl problem not want handl left film somewhat satisfi creat proper atmospher us view lost charact someth say live emot torn apart get voyeur look not enough look us say penetr world mind-gam drug induc delus need film look much like slick magazin present film want say someth syd 's sudden sexual revers despair luci 's life could not get out want say film becam let style perhap beauti good would wiser develop depth main charact show superfici be seem screen talent photograph not necessarili fulli develop person evidenc luci 's dissolut lifestyl poor decis make,2,1.2643634266999999e-37,7.70376033033E-15,1
star richard gere sharon stone lolita davidovich screenplay david rayfiel marshal brickman director mark rydel exactli happen not put finger half hour intersect intrigu wonder whether first guilti pleasur num4 point began realiz intersect take far serious film cleverli structur reason well-act began irrit tri turn mid-lif crisi great existenti drama wors yet present hero could not stand end left angri note intersect 's earli scene boast enough slick craft lend illus consequ lead perform gere stone davidovich underst davidovich particular gener quit bit audienc sympathi effici edit mark warner glossi photographi talent vilmo zsigmond creat dreami atmospher jame newton howard 's jazzi score play romanc angl dialogu script david rayfiel marshal brickman snappi keep convers live enough maintain interest not long howev becom evid not much go beneath intersect 's shini surfac perform underst primarili littl substanc charact olivia perki sweet never particularli clear vincent salli flashback sequenc made appear ici reserv one scene quit clever still noth charact seem justifi vincent 's behavior may intersect 's critic fail seem like expect moral tale well time even allow vincent leeway like turn off mark rydel 's heavi hand direct gere 's angst ridden face frequent close-up usual drive probabl end play mani scene steer wheel anoth actor antiqu clock becom distract symbol omnipres northwest rain object correl could done without frequent flashback dream sequenc make dizzi narr mani stylist choic intersect turn off tempt not mention off-hand allus fact vincent 's num2-year-old daughter eat disord eh nitpick name probabl turn off,0,0.999979236597,3.45775652088E-152,2.07634025553E-05
