text,label,conf_pos,conf_neg
rt mention_ .mention_ big moment mention_ vs. mention_ mention_ reaction women question kellyfilu_,1,0.6397,0.36029999999999995
rt mention_ question hell women bodi part even debat foh stop not num4 wtf gopdebateu_,0,0.0,1.0
mention_ american get behead oversea mention_ worri whether mention_ call rosi o'donnel fat gopdeb,0,0.3367,0.6633
rt mention_ not defend mention_ far fair balanc last night name call juvenil gopdeb,0,0.3043,0.6957
rt mention_ non-christian gopdeb god question underlin littl anyon realli care religi minor chriu_,0,0.0,1.0
rt mention_ gopdeb respons blacklivesmatt pathet url_,0,0.0,1.0
rt mention_ .mention_ said cut fl tax num2b includ cut estat tax mandat feder law gopdeb htu_,0,0.3389,0.6611
rt mention_ dear gop want stop abort ... gopdeb url_,0,0.33330000000000004,0.6667
rt mention_ join isi sign death warrant sign mention_ next presid us_o_ gopdeb wakeupamerica cruzcrew httu_,1,0.3659,0.6341
rt mention_ gopdeb close statement url_,0,0.3298,0.6702
rt mention_ statu _uoa singl broke mention_ last night goodby mention_ mention_ chri wallac gopdeb url_,0,0.0,1.0
rt mention_ gopdeb num2 focu grouper said favor view trump num saw posit url_,1,0.6693,0.3307
rt mention_ made first donat mention_ impress gopdeb perform fiorina url_,1,0.7065,0.2935
rt mention_ want stop send foreign aid place burn flag start berkeley gopdeb,0,0.0,1.0
rt mention_ donald trump 's campaign reveal num import thing twitter troll real peopl vote scare eveu_,1,0.3508,0.6492
rt mention_ say not worri trump never elect need rememb elect georg bush twice gopdeb url_,0,0.0,1.0
fox news gopdeb agenda promot carli never mention fire hp fiorina run trump out race url_,0,0.0,1.0
rt mention_ oh one thing anyon hear anyth afford child care work famili last night gopdeb iu_,0,0.33330000000000004,0.6667
rt mention_ rt mention_ dear mention_ gopdeb notamistak url_,0,0.33330000000000004,0.6667
mention_ mention_ gopdeb bill martha team first debat 2nd debat ambush,1,0.337,0.663
countri 's go hell megyn kelli foxnew attack trump war women gopdeb,0,0.0,1.0
rt mention_ 1st gopdeb -- encourag see sever candid express faith god son jesu christ url_,1,0.6735,0.3265
rt mention_ donaldtrump said heua not uipolit correct.u cours trumpspeak uiletua face iuam huge asshole.u u_,0,0.3667,0.6333
rt mention_ messag gopdeb candid url_,0,0.382,0.618
rt mention_ worst episod apprentic ever seen gopdeb,0,0.0,1.0
rt mention_ purpos militari kill peopl break thing someth actual man run presid said u_,0,0.3761,0.6239
wonder could get republican parti pay liver transplant play mention_ gopdeb drink game last night,0,0.3789,0.6211
rt mention_ great way start friday carlyfiorina mention_ gopdeb url_,1,0.6667,0.33330000000000004
rt mention_ elect first day presid rescind everi illeg unconstitut execut order enact pre obau_,1,0.6977,0.3023
theyuar todd akin plan parenthood sting backfir republican gopdeb standwithpp url_,0,0.31110000000000004,0.6889
rt mention_ hey mention_ let republican digest gopdeb allow crazi mention_ trash gop mention_ url_,0,0.33709999999999996,0.6629
rt mention_ watch donald trump receiv enorm applaus horribl misogynist gopdeb answer url_ url_,0,0.0,1.0
even though super conserv report actual like megyn kelli 's interview style great gopdeb,1,0.6591,0.3409
rt mention_ gopdeb not debat seri num minut opportun avoid answer question one candidateu_,0,0.33330000000000004,0.6667
rt mention_ credit joke goe someon els funni gopdeb url_,1,0.3474,0.6526000000000001
rt mention_ simpli incred url_ last night 's gopdeb doubl previou record most-watch primari debat iu_,1,1.0,0.0
rt mention_ liter could not true watch gopdeb got lousi hangov url_,0,0.0,1.0
rt mention_ haha littl saa mention_ morn toward mention_ factcheck gopdeb url_,0,0.33409999999999995,0.6659
rt mention_ peopl saw person vs saw tv gopdeb url_,0,0.0,1.0
rt mention_ marco rubio told face 'candid yesterday anti-gay bigotri url_ gopdeb htu_,0,0.3266,0.6734
rt mention_ none made trump look out place foolish yet think done cri think agaiu_,0,0.37360000000000004,0.6264
great time watch gopdeb last night url_,1,1.0,0.0
rt mention_ gopdeb donald trump say not time polit correct call women fat pig save u_,0,0.0,1.0
rt mention_ mention_ one peopl tv might next one rip everyth gopdeb url_,0,0.0,1.0
rt mention_ mention_ web stream mobil app fail gopdebateu u_ not surpris url_,0,0.0,1.0
rt mention_ john kasich help ohioan creat num3 num3 new job america gopdeb url_,1,1.0,0.0
pleas help maryknol sister replac window convent url_ cathol gofundm trcot gopdeb,1,0.3297,0.6703
trump said mention_ true gentleman start violent num2 gopdeb,0,0.31179999999999997,0.6882
rt mention_ ugh guy ever shut much respect women gopdeb,0,0.0,1.0
rt mention_ gopdeb teach us futur presid trump america probabl wonuat safe except weuar attack u_,0,0.0,1.0
rt mention_ go long tire elect season shockingli ill-inform candid gopdeb url_,0,0.0,1.0
rt mention_ scott walker not even carri state gopdeb,0,0.0,1.0
rt mention_ black peopl need anymor indic republican hate us peep gopdeb url_,0,0.0,1.0
rt mention_ sure god told run tooth fairi agre teletubbi vote ye gopdeb,0,0.0,1.0
rt mention_ trump told megyn kelli go hell foxnew gopdeb,0,0.3295,0.6705
rt mention_ caller rush limbaugh show lost respect fox news foxnew gopdeb,0,0.0,1.0
rt mention_ mention_ mention_ mention_ behaviour gopdeb astonishingli bias,0,0.32920000000000005,0.6708
republican debat econom rubio win bush falter huckabe exagger url_ gopdeb knowmorenotless mention_,1,0.3523,0.6476999999999999
rt mention_ huh half clinton 's chariti went tonumth clinton url_ copolit hillarynum4 stophillari unitebu_,0,0.30679999999999996,0.6932
rt mention_ gopdeb order take out trump wonder fox news one took order serious mention_,0,0.31079999999999997,0.6892
rt mention_ owe mention_ huge thank num expos world_uoamention_ chri wallac mention_ true rhino u_,0,0.34509999999999996,0.6549
rt mention_ scott walker lie say wi budget num3m surplu actual numnum2b deficit url_ gopdeb url_,0,0.36050000000000004,0.6395
right last heard mention_ women could give birth child chang gopdeb url_,1,0.3432,0.6568
rt mention_ fox news gopdeb interview candid take gop talk point feed,0,0.0,1.0
rt mention_ murder black ppl fine- not unborn black babi goplog gopdeb,0,0.34540000000000004,0.6546
rt mention_ chri christi realli stand out gopdeb,1,1.0,0.0
rt mention_ hey .mention_ know not whine unfair question mention_ grow set not ya gopdeu_,1,0.3587,0.6413
not pro-lif watch num hour abort last night gopdeb forkedtongu iseeorangepeopl,0,0.0,1.0
rt mention_ .mention_ fail american peopl tonight tri make histori destroy mention_ kellyfaiu_,0,0.0,1.0
rt mention_ btw ... mix polit religion get polit gopdeb,0,0.0,1.0
rt mention_ marco nail abort must protect life gopdeb url_,1,0.3373,0.6627000000000001
mention_ mention_ mention_ wtf chri wallac attack trumpnum4 bankruptci give rubio softbal gopdeb,0,0.0,1.0
obvious not get memo seersuckerthursday gopdeb url_,0,0.6549,0.34509999999999996
rt mention_ honestli donald trump type petti last night 's gopdeb _uo -- url_ url_,0,0.3738,0.6262
rt mention_ republican dope say take us back num4 'day one never see one day white hous gopdebateu_,0,0.29669999999999996,0.7033
trump gloat abt buy gop+dem pol bid num4 billionair caricatur myacash gopdeb url_,0,0.3571,0.6429
rt mention_ go carly_uo go carly_uo go carly_uo mention_ carlynum4 gopdeb mention_ mention_ mention_ mention_ url_,1,0.3372,0.6628000000000001
rt mention_ listen gopdeb like url_,0,0.6704,0.3296
rt mention_ best moment gopdeb last night rand tell christi go get anoth hug obama,1,1.0,0.0
rt mention_ miss either gopdeb need know no struggl american unlimit war,0,0.0,1.0
rt mention_ .mention_ 'we verg greatest time aliv world washington hold us back mysa txlege u_,0,0.6436999999999999,0.35630000000000006
rt mention_ trump win drudg debat poll _au landslid tedcruz num gopdeb pjnet_uanum2_uau ou url_ url_,0,0.6615,0.3385
rt mention_ mention_ fight back against abt immigr q. say border porou must fix first u_,1,0.6923,0.3077
summari gopdeb statu quo shit show,0,0.0,1.0
rt mention_ debbi block tweeter question dem debat schedul url_ gopdeb mention_ url_,0,0.32709999999999995,0.6729
rt mention_ hey look itua num2 men stand stage argu get control womenua bodi choic gopdeb,0,0.3217,0.6783
rt mention_ last night gopdeb saw bunch rich old despot zero solut nation problem unu_,0,0.0,1.0
rt mention_ think peopl qualifi ... unfollow gopdeb,0,0.0,1.0
real illeg alien- gopdeb farrakhan immigr mexican bor ... url_ via mention_,0,0.36560000000000004,0.6344
gopdeb talk head put debat talk head tell us debat went mayb wast time watch,0,0.33330000000000004,0.6667
trump right mention_ realli need studi matthew num vers num-num gopdeb url_,1,0.6374,0.36260000000000003
rt mention_ think women sleep curs shed open field not properti u_,0,0.32820000000000005,0.6718
think god 's pretti fair guy -ben carson neurosurgeon belief modern day taxat base ancient book gopdeb,0,0.6591,0.3409
rt mention_ cheer gopdeb audienc aftertrump defiantli name mention_ woman call fat pig voic u_,0,0.0,1.0
blackliv not matter appar republican candid presid url_ mention_ uniteblu gopdeb,0,0.0,1.0
overal main thing learn gopdeb straight white men matter,0,0.0,1.0
mention_ thought mention_ best post gopdeb interview night gave chanc 2straighten posit,1,0.6629,0.33709999999999996
rt mention_ hey mention_ still look chip check out url_ gopdeb,0,0.6548,0.34519999999999995
mention_ mention_ chriswallac america critic ur perform gopdeb b/c u realli bad job moder,0,0.0,1.0
uimention_ luntz line go almost reach num3 almost never happen dial research gopdeb rig,0,0.0,1.0
rt mention_ wish could teach teenag girl love much donald trump love gopdeb,0,0.0,1.0
rt mention_ conserv peopl without network gopdeb mention_,0,0.0,1.0
rt mention_ come no talk climat chang anyon even seen california right gopdeb debatewithberni,0,0.0,1.0
rt mention_ last night could rais hand spoil billionair oligarch racist religiu_,0,0.0,1.0
gopdeb num4 teamdrbencarson mention_ wow brilliant cool calm collected. empow,1,1.0,0.0
rt mention_ no circumst num2 men dictat abort right women num2st centuri better thatnumu_,0,0.33709999999999996,0.6629
rt mention_ gopdeb winner drudg num2 num3k mention_ time num2 num2k mention_ foxsd num2 mention_ url_,1,0.7049,0.29510000000000003
rt mention_ .mention_ num4 chide mention_ go object moder activ particip gopdeb url_,0,0.30610000000000004,0.6939
gopdeb mention_ mention_ innum4 call mention_ two time slut stand statement,0,0.36560000000000004,0.6344
rt mention_ never watch kellyfil num gopdeb question num pander mention_ num make rate not_uanum2_uau url_,0,0.0,1.0
imho gopdeb winner marcorubio kasich donaldtrump loser scottwalk randpaul bencarson other complet forgett,1,0.6562,0.3438
rt mention_ smaller govt ohio govern payrol smaller num decad url_ gopdeb url_,1,0.3646,0.6354
rt mention_ challeng teacher 's union beat way go uo jeb url_ gopdeb,0,0.3348,0.6652
mention_ real war women mention_ mention_ mention_ gopdeb mention_,0,0.3095,0.6905
rt mention_ trump vs. fox news conflict quit conundrum itua like personif greed vs. hate rootu_,0,0.30589999999999995,0.6941
rt mention_ know extraordinari nation gopdeb,1,0.6742,0.3258
rt mention_ meanwhil white hous ... gopdeb url_,0,0.3034,0.6966
rubio still prefer see point critic opportun inconsist gopdeb,1,0.6495,0.35050000000000003
mention_ ever tell mention_ go wait car bad attitud suggest waronwomen gopdeb,1,0.3529,0.6471
rt mention_ fire .mention_ fire debat perform url_ gopdeb perrynum4,1,0.6818,0.31820000000000004
rt mention_ mention_ get lot mention_ hatemail tonight _u gopdeb total overr angri sheu_,0,0.0,1.0
liter could not true watch gopdeb got lousi hangov url_ mention_,0,0.33330000000000004,0.6667
jonvoyag half long gopdeb twice intellig,0,0.6279,0.3721
rt mention_ not singl question last night 's gopdeb urgent issu time climat chang,0,0.0,1.0
gopdeb foxnew gotcha question seem design elicit typic polit spin respons tlot,0,0.3218,0.6782
gopdeb promis made startup tech confer seem quit reason,1,1.0,0.0
rt mention_ mention_ mention_ mention_ mention_ amen trumpnum4 wakeupamerica gopdeb tcot stoprush url_,0,0.36819999999999997,0.6318
rt mention_ watch donald trump bandwagon pass tlot tcot gopdeb url_,0,0.30589999999999995,0.6941
rt mention_ gopdeb began not moder say num million ppl discuss racial issu happen thosu_,0,0.3295,0.6705
rt mention_ noth like listen ten dude never need abort talk whether right u_,0,0.0,1.0
rt mention_ fox silenc koch billion not singl question last night 's gopdeb climatechang denier mondu_,0,0.0,1.0
rt mention_ republican rich not care poverti america definit not care bout poverti blau_,0,0.33330000000000004,0.6667
catch gopdeb mention_ childish cheap move call out mention_ mention_ num2 year old stori,0,0.6562,0.3438
rt mention_ ted cruz attack republican gopdeb,0,0.0,1.0
rt mention_ icymi not no hell no irand gopdeb perrynum4 tcot url_,0,0.3226,0.6774
rt mention_ donald trump win elect know biff-stole-the-almanac timelin gopdeb,0,0.0,1.0
rt mention_ chri christi said work two year retiring.and get ten thousand less paidu_,0,0.3298,0.6702
rt mention_ john kasich readi lead join team clair url_ gopdeb url_,1,0.6629999999999999,0.3370000000000001
rt mention_ biggest loser debat fox moder attack instead moder gopdeb,0,0.0,1.0
rt mention_ trump yet give singl evidence-bas answer direct question polici frighten gopdebu_,0,0.0,1.0
rt mention_ honestli think sometim guy forgot came womb kkkorgop gopdeb url_,0,0.32220000000000004,0.6778
rt mention_ women shame women abort deserv shame no soul self respect plannedparenu_,0,0.0,1.0
rt mention_ donald trumpua close statement everi dinner convers villag ever gopdeb,0,0.6591,0.3409
rt mention_ rich wage war poor die jean-paul sartr gop foreign polici gopdeb,0,0.0,1.0
gopdeb saw candid complet miss mark race blacklivesmatt url_ url_,0,0.31110000000000004,0.6889
rt mention_ s/o gop proud defeat teacher union even though want higher wage gopdeb,0,0.0,1.0
mention_ mention_ got right gopdeb,0,0.37229999999999996,0.6277
rt mention_ trump said u.s. stupid let us vote presid wtf peopl gopdeb,0,0.0,1.0
excit mention_ gopdeb kasich4u republicandeb kasichnum4 wait num2 year,1,1.0,0.0
hey look feel donald trump sum one gif gopdeb url_,0,0.0,1.0
rt mention_ marco rubio briefli back immigr reform privat berat dreamer url_ gopdeb url_,0,0.3659,0.6341
rt mention_ uii french-kiss jesu christ u everi candid gopdeb,0,0.35819999999999996,0.6418
gopdeb closingstat mention_ honest u def talk mention_ coz steal ur schtick,0,0.3256,0.6744
cnn msnbc new york time prais fox moder know moder fuck gopdeb,0,0.0,1.0
rt mention_ trump lunat gopdeb,0,0.0,1.0
cruz class truth get vote gopdeb,1,1.0,0.0
rt mention_ assclown reason anyon even talk illeg immigr keep dig donald gopdeb,0,0.38539999999999996,0.6146
rt mention_ tom hank final somebodi make sens gopdeb debatewithberni,1,0.6395,0.36050000000000004
rt mention_ olivia pope would not vote guy gopdeb,0,0.29090000000000005,0.7091
gop candid want reduc tax huckabe want legal prostitut drug tax gopdeb,0,0.32620000000000005,0.6738
rt mention_ hi fox panel ask donald everi singl question hand shovel keep dig u_,0,0.0,1.0
gopdeb trump break record not polish politician make love even url_,1,0.6495,0.35050000000000003
rt mention_ oh movi trailer gopdeb debatewithberni,0,0.32989999999999997,0.6701
rt mention_ salli kohn debbi wasserman schultz prais megyn kelli tonight tell everyth need u_,0,0.6484,0.3516
trump accessori women wear shoe gopdeb url_,0,0.0,1.0
donald trump absolut nut entertain lol gopdeb,0,0.0,1.0
mention_ top gop pundit pick gopdeb winner url_ url_ winner ... fox news loser ... usa,0,0.3297,0.6703
rt mention_ candid went mention_ num2 time gopdebate-but remain silent issu affect us url_,0,0.0,1.0
rt mention_ .mention_ tri 2show mention_ w mention_ tri 2take tri 2destroy not happen kellyu_,0,0.29610000000000003,0.7039
rt mention_ most-tweet gopdeb moment mention_ say would not public world answer waterboard,0,0.6322,0.3678
give e big ego gopdeb 's earn excel rhyme rump,0,0.0,1.0
passion gopdeb religiousupamovi,1,0.6552,0.3448
rt mention_ mention_ got best review deserv read nreditori recap gopdeb -- url_,1,0.6629,0.33709999999999996
rt mention_ brutal question assclown megan kelli lesson care tweet twitter gopdeb,1,0.6819,0.31810000000000005
trump chang mind support partial birth abort friend chang mind abort great kid gopdeb,0,0.0,1.0
best close statement mention_ gopdeb,1,1.0,0.0
rt mention_ stop worri love start worri respect tellingitlik gopdeb url_,1,0.7021,0.29790000000000005
rt mention_ trump sycoph want know mention_ hidden agenda last night answer simpl call vaginu_,0,0.3647,0.6353
donald trump realli nasti piec work hope disappear quickli gopdeb,0,0.37360000000000004,0.6264
rt mention_ fetus not unborn babi cluster cell stop shame peopl want/hav abort gopdeb,0,0.0,1.0
rt mention_ far away best tweet last night debatewithberni gopdeb url_,1,0.6774,0.3226
rt mention_ despit huckabe say alway make sure prostitut pimp pay fica pension gopdeb,0,0.0,1.0
mention_ great challeng candid gopdeb candid not handl tough question could never b potu,1,0.6629,0.33709999999999996
rt mention_ iuad say opposit megan kelli act like sjw tumblr whine femin sad gopdeb url_,0,0.0,1.0
rt mention_ rightli frank rightli gopdeb url_,1,0.3412,0.6588
number time ronald reagan mention gopdeb damn high,0,0.0,1.0
rt mention_ trump against pnumc cultur suddenli num3 not even kid howl shit-cav human gopu_,0,0.0,1.0
rt mention_ bencarson great close oper brain not worri skin color gopdeb,1,1.0,0.0
rt mention_ women would offend trump misogyni certainli not vote republican find new fake issu faux news u_,0,0.34619999999999995,0.6538
rt mention_ keep religion out polit gopdeb,0,0.0,1.0
rt mention_ boy bet mood clown car go tens jerk leav gopdeb,0,0.6702,0.3298
rt mention_ dr. ben carson great job tonight love close statement mention_ gopdeb,1,1.0,0.0
uimention_ behind fox debat anchor hash out question gopdeb fail,0,0.0,1.0
anyon get trash play mention_ gopdeb drink game drinkinggam,0,0.0,1.0
donaldtrump donat u..h call favor year later sound like thegodfath not potu that legal gopdeb gopclowncar,0,0.0,1.0
rt mention_ ugh think actual peopl sit couch last night say ye ye reason gopdeb,0,0.0,1.0
rt mention_ polit even partial ration trump 's campaign gop nomin end gopdeb,0,0.0,1.0
rt mention_ scott walker choos kill mother rather abort unborn embryo reason countri give us funni u_,0,0.0,1.0
not uniteblu abort talk point gopdeb sinc ppsellsbabypart,0,0.35750000000000004,0.6425
rt mention_ close statement reminisc america no longer exist ted kennedyua num4 immigr nation act gu_,0,0.36260000000000003,0.6374
rt mention_ ted cruz go person take away telescop tri witch gopdeb,0,0.0,1.0
mention_ kill last night gopdeb glad care america makeamericagreatagain,1,0.6264,0.37360000000000004
rt mention_ gopdeb excit anyth els tv past num2 year ...,1,1.0,0.0
rt mention_ shiiiittt tough say make horni gopdeb,1,0.3547,0.6453
mention_ mention_ mention_ gopdeb better thought would though candid finess issu sound byte,1,0.6667,0.33330000000000004
rt mention_ ye marco rubio actual said iraq invas 'wa not mistak url_ gopdeb url_,0,0.3042,0.6958
rt mention_ marco rubio vote against unemploy benefit even though florida need url_ gopdeb htu_,0,0.32499999999999996,0.675
jebbush thought gopdeb rethinknum3 url_,1,1.0,0.0
rt mention_ lot job avail bush serv num term conserv commit suicid gou_,0,0.37229999999999996,0.6277
huh watch mention_ debat num far moder particip better gopdeb,1,1.0,0.0
rt mention_ donald trump insult mention_ women not one man stage confront none worthi u_,0,0.35229999999999995,0.6477
rt mention_ mention_ wait mention_ ask mention_ stop beat wife gopdeb url_,0,0.37360000000000004,0.6264
rt mention_ last night watch mention_ got mention_ good stuff gopdeb u_,0,0.35929999999999995,0.6407
rt mention_ earth mention_ aint gopdeb foxdeb megynkelli megynkellydebatequest url_,0,0.3294,0.6706
fff highlight week includ nationalunderwearday gopdeb jonvoyag offici worst week ever tgif,0,0.3157,0.6843
rt mention_ cours assclown not pledg not run third parti candid gopdeb,0,0.34940000000000004,0.6506
paul krugman sum happend last night one two major parti gone off deep end url_ gopdeb,0,0.0,1.0
rt mention_ rememb no matter win gopdeb everyon watch lose alcoholpoison,0,0.0,1.0
rt mention_ trump video cost num time num3m would manag mention_ gopdeb hu_,0,0.31400000000000006,0.6859999999999999
mention_ disgrac last night ... gopdeb,0,0.32220000000000004,0.6778
rt mention_ predict final gopdeb donald trump tear off missionimposs mask reveal smirk jon stewart,0,0.3469,0.6531
fallon jon stewart pleas come back canuat alon url_ gopdeb polit,1,0.3488,0.6512
rt mention_ ted cruz angl slightli less looni version donald trump gopdeb,0,0.3135,0.6865
meet new darl left uu megyn gotcha kelli gopdeb mention_ donaldtrump megynkelli,0,0.6404000000000001,0.3595999999999999
rt mention_ abort question uo disgust gopdeb,0,0.0,1.0
mention_ mention_ prais mention_ thought good job gopdeb not good thing,0,0.29790000000000005,0.7021
gopdeb lesson come month qualiti not quantiti word time tangibl believ propsal url_,0,0.6501,0.3499
cnn new york time prais mention_ moder know complet wrong gopdeb,0,0.0,1.0
.mention_ display utmost author mention_ gopdeb critic say url_ url_,1,0.3263,0.6737
rt mention_ not one candid spoke against trump 's mass-deport plan not one condemn racist comment latino not forgetu_,0,0.0,1.0
donald hero gopdeb url_,1,1.0,0.0
rt mention_ kryptonian scienc council worri climat chang scari peopl gopdeb,0,0.38039999999999996,0.6196
withhold valuabl presidenti endors hear everyon 's point view 2nd amend gopdeb,0,0.37360000000000004,0.6264
rt mention_ ronald reagan never abort isi women not need either basic everyon tonight gopdeb,0,0.0,1.0
mention_ won gopdeb last night candid answer question directli not afraid take tough issu,1,1.0,0.0
rt mention_ .mention_ mention_ mike huckabe star luntz focu group show spoke feedback u_,1,1.0,0.0
watch primetim gopdeb afternoon think mention_ real winner quiet effect,1,0.6566,0.34340000000000004
rt mention_ jeb give seriou janet reno tonight gopdeb url_,0,0.6531,0.3469
boomer r smart know use internet gopdeb url_ cosproject jpnet url_,0,0.6593,0.3407
rt mention_ china deal playground bulli punch face put ground b/c resu_,0,0.3516,0.6484
rt mention_ lot republican facebook twitter timelin tick fox news run hatchet job debat gopdebau_,0,0.0,1.0
not defend mention_ far fair balanc last night name call juvenil gopdeb,0,0.3258,0.6742
rt mention_ hat off ben carson use term use idiot hillari clinton secular progress movement gopdu_,1,1.0,0.0
mention_ fox team talk num2 minut gopdeb walker talk num obviou goal ambush everyon pathet,0,0.0,1.0
rt mention_ actual agre mention_ someth said mention_ not hurt gopdeb concur,1,0.6175,0.38249999999999995
rt mention_ like ben carson brain mike huckabe heart marco rubio soul chri christi fight john kasich hope add carli fiu_,1,0.6696,0.3304
rt mention_ gopdeb like super crappi cage fight bluster bumbl old wrinkled-up tucku clincher without cau_,0,0.0,1.0
rt mention_ militari not social experi purpos militari kill peopl break thing imwithhuck u_,0,0.0,1.0
mention_ gopdeb kelli no role model not speak prof friend rosi real woman mention_ kelli poser,0,0.0,1.0
donald trump ... whatajok gopdeb,0,0.3034,0.6966
rt mention_ feel like fox news tri cool parent let kid parti hous fire gopdebau_,0,0.3184,0.6816
rt mention_ unconscion mention_ moder ask candid except santorum foreign polici nat sec question iu_,0,0.0,1.0
rt mention_ not pro life pro control pro religion pro never mother gopdebau_,0,0.32520000000000004,0.6748
rt mention_ solid debat tip take gander mention_ url_ gopdeb teaparti tcot tlot icon url_,0,0.35350000000000004,0.6465
rt mention_ creat job greatest moral purpos strengthen famili commun gopdeb url_,1,0.6667,0.33330000000000004
rt mention_ mention_ magnific first gopdeb support ted cruz potu would support run mate potu_,1,1.0,0.0
woman support r parti pleas wake get inform gopdeb,0,0.3095,0.6905
kasich clear standout among gopdeb cannon fodder record contradict statement lgbt accept url_,1,0.3636,0.6364000000000001
anti- mention_ unit clinton person destruct forc work num2/num sure gopdeb url_,0,0.30110000000000003,0.6989
rt mention_ mother work ... nobodi gopdeb,0,0.6382,0.3618
rt mention_ american get behead oversea mention_ worri whether mention_ call rosi o'donnel fu_,0,0.0,1.0
gopdeb real uiamerican idolu elect audit whose consent count decis made ... url_,0,0.625,0.375
elect democraci polit debat entertain not particularli sterl qualiti feder republ gopdeb,0,0.29979999999999996,0.7002
mention_ mention_ american fear not peopl live fear not free no liberti fear unamerican gopdeb,0,0.3064,0.6936
rt mention_ gopdeb carli fiorina domin social media even beat out trump fox nation url_,1,0.6489,0.35109999999999997
rt mention_ wonder gopdeb address actual solut climat chang clean energi debatewithberni,0,0.3077,0.6923
rt mention_ mention_ misogynist ignor xenophob greedi anoth proof money not buy class gopdeb gou_,0,0.0,1.0
rt mention_ mention_ gopdeb usa serious would vote clown need cirnow ainf tntvote url_,0,0.0,1.0
rt mention_ disagre want gopdeb hit job mention_ calcul mute job mention_ mention_,1,0.6897,0.3103
actual agre mention_ someth said mention_ not hurt gopdeb concur,1,0.3445,0.6555
rt mention_ let us take america hope higher ground help -- url_ imwithhuck gopdeb url_,1,0.3448,0.6552
rt mention_ got caught gopdeb felt like write joke biggest joke wholeu_,0,0.0,1.0
