text,label,conf_pos,conf_neg
emerg histor record show white hous offici downgrad threat al qaeda prior num/num2 focu prioriti,1,0.7,0.30000000000000004
teenag sensat wayn rooney power england quarter-fin euro num4 two goal monday 's num-num defeat croatia join last eight champion franc beat switzerland num-num,1,0.5,0.5
eu membership strateg necess turkey ankara inevit suffer greater foreign polici problem futur unless make union,0,0.5,0.5
europ current tri decid whether turkey remain friend either eu member peripher countri,0,0.4,0.6
teacher earn credenti commiss teacher credenti allow instruct non-english speaker without fulli bilingu,1,0.9,0.09999999999999998
congress presid sonia gandhi allot separ offic head nation advisori panel india 's rule coalit,1,0.7,0.30000000000000004
iraqi presid saddam hussein promis give iraqi shoot us british helicopt num2 million dinar,0,0.4,0.6
china delay secur council vote controversi measur extend immun us peacekeep troop prosecut war crime,0,0.3,0.7
g8 summit held june num-num2 brought togeth leader world 's major industri democraci includ canada franc germani itali japan russia unit kingdom european union unit state,1,1.0,0.0
iraqi kidnapp releas lebanes construct worker kidnap week,1,0.9,0.09999999999999998
secur prepar kept protestor bay recent g8 summit sea island usa,1,0.6,0.4
microsoft browser bug may access privat file,0,0.2,0.8
japan eager particip winter olymp sinc second game held st. moritz switzerland num4,0,0.4,0.6
close dow jone industri averag num2 point num percent,1,0.8,0.19999999999999996
increas num2 unum barrel price crude oil -- sustain -- could knock half one percentag point off global econom growth,0,0.4,0.6
crude oil price slump,1,1.0,0.0
even terrorist attack elect day highli unlik vote could would halt across unit state lawmak scholar said yesterday,0,0.4,0.6
chadrick fulk escap kentucki jail,0,0.4,0.6
msf neutral group depend primarili privat donat reput send medic staff troublespot regard agenc danger,0,0.3,0.7
roadmap agre pakistan india foreign secretari would meet new delhi june num2-num2 follow meet foreign minist august,1,0.9,0.09999999999999998
itali germani play twice not beaten anybodi yet,1,0.9,0.09999999999999998
spain announc earlier week send three plane relief suppli afghanistan,0,0.4,0.6
drugstor chain said cost cut jump prescript drug sale fuel gain,1,0.9,0.09999999999999998
turkey join rank eu boundari extend problem countri middl east,0,0.4,0.6
estim num2 num3 scotland 's num2 num3-strong polic forc set deploy three-day event,1,0.9,0.09999999999999998
request compris num billion tradit activ milcon num billion militari famili hous num3num million air nation guard tradit milcon num2num million air forc reserv tradit milcon,0,0.5,0.5
former polic offic charg murder thursday slay colleg student allegedli threaten expos sexual relationship author said,1,0.3,0.7
plane carri num3 french jewish immigr land israel time strain diplomat relat israel franc,0,0.1,0.9
mexico citi bad pollut problem mountain around citi act wall block dust smog,0,0.2,0.8
citi mark topograph contrast buda built higher river terrac hill western side consider larger pest spread out flat featureless sand plain river 's opposit bank,1,0.5,0.5
last juli num2-year-old boy nagasaki citi north sasebo accus kidnap molest kill num-year-old shove off roof car garag,1,1.0,0.0
everyth prepar olymp achiev someth countri said speak countri 's studio femal judo player,1,0.8,0.19999999999999996
shrek num retain top spot num2num million long memori day weekend fend off global-catastroph tale day tomorrow debut num2 million accord studio estim monday,1,1.0,0.0
ghazi yawar sunni muslim live year saudi arabia pick presid iraq favor u.s. choic adnan pachachi declin take job,1,1.0,0.0
plaintiff also concern suggest bone may deterior eight year sinc pull sediment,0,0.2,0.8
jennif hawkin num2-year-old beauti queen australia,0,0.2,0.8
first settlement site jakarta establish mouth ciliwung perhap earli 5th centuri ad,1,0.8,0.19999999999999996
union pacif freight train hit five peopl,1,1.0,0.0
neighbor said forc break window enter supermarket door would not open,0,0.2,0.8
landslid collaps hous drown diseas snake bite brought death toll across south asia num num3,0,0.3,0.7
palac fine art home famou mexican ballet folklorico known color costum well danc,0,0.1,0.9
aristid educ vatican therefor fluent italian greek hebrew english,1,0.8,0.19999999999999996
japan long sought overturn num4 ban commerci whale propos allow hunt mink whale antarct came iwc 's annual meet itali past year domin issu,1,0.6,0.4
five peopl kill anoth suicid bomb blast polic station northern citi mosul,0,0.1,0.9
num2th anniversari first lunar land nasa struggl money problem aim return human space flight columbia disast ultim put peopl back moon,0,0.2,0.8
palestinian prime minist ahm qureia withdrawn resign agre stay post urg palestinian presid yasser arafat,0,0.3,0.7
troubl took eight-year multimillion-dollar legal fight govern bent side religion right studi num num3-year-old skeleton,0,0.5,0.5
crew apollo num2 neil armstrong buzz aldrin michael collin earli astronaut name ambassador explor ceremoni smithsonian nation air space museum,1,0.7,0.30000000000000004
citi tenochtitlan grew rapidli center aztec 's great empir,0,0.4,0.6
exclud restructur cost associ tax impact net incom recent quarter would num million seagat said,0,0.4,0.6
citi tradit inhabit mestizo peopl mix european indian descent criollo mexican european descent steadi immigr countrysid given indian charact,1,1.0,0.0
nation insurrect num4 led tadeusz kosciuszko against russo-prussian second partit brutal crush ensu third partit poland among russia prussia austria left warsaw provinci town south prussia,1,0.8,0.19999999999999996
satomi mitarai die blood loss,1,1.0,0.0
isra prime minist ariel sharon threaten dismiss cabinet minist not support plan withdraw gaza strip,1,0.8,0.19999999999999996
presid nicanor duart fruto ask privat sector help state 's overwhelm public health system,0,0.2,0.8
mexico citi bad pollut problem mountain around citi act wall block dust smog,1,1.0,0.0
clark counti medic examin 's offic said man kill num2 year old,1,1.0,0.0
vanunu convert christian prison live anglican cathedr jerusalem sinc releas april num2,1,0.8,0.19999999999999996
custom start feel comfort open sourc softwar even comfort big compani like h-p stand behind said bob bickel vice presid corpor strategi develop jboss,0,0.4,0.6
alameda central central mall roughli mark western edg old coloni citi,0,0.4,0.6
hyperhidrosi common think condit affect num out num2 peopl,0,0.3,0.7
filipino truck driver held hostag iraq two week freed day manila withdrew troop respons demand kidnapp threaten behead,0,0.3,0.7
num4 turk took buda held num4 citi chang littl time,1,0.9,0.09999999999999998
hour spent car associ num percent increas likelihood obes half-mil walk per day reduc odd nearli num percent research found,1,0.8,0.19999999999999996
milit group iraq wage kidnap campaign aim drive out u.s. support compani troop,0,0.3,0.7
massoud emami governor iran 's northwestern provinc qazvin least num other abroad helicopt kill crash,1,0.8,0.19999999999999996
governor qazvin provinc massoud emami deputi provinc 's head polic three crew die helicopt take inspect earthquak zone crash saturday,0,0.5,0.5
raymond eddeh one lebanes christian opposit leader consid today elect command lebanes armi gener emil lahoud presid lebanes republ would constitut threat democraci,0,0.6,0.4
syrian interior minist mohammad harba said statement report sana news agenc great interest nomin peopl 's congress membership wide activ accompani candid whether progress nation front independ candid express full matur caus democraci countri,1,0.6,0.4
hand num2 includ poll think congress not handl case satisfactorili num2 believ presid clinton deserv censor,0,0.4,0.6
iowa lost num2 num3 manufactur job sinc bush took offic,0,0.3,0.7
yet not succeed chang posit netanyahu opt appeas isra radic right threaten bring govern reject concess framework peac process,1,0.7,0.30000000000000004
trip middl east took three day clinton made first visit american presid palestinian territori particip three-way meet isra prime minist benjamin netanyahu palestinian presid yasser arafat,0,0.7,0.30000000000000004
secur council yesterday unanim condemn iraq 's decis sever relationship unit nation special commiss charg disarm iraqi weapon mass destruct ask baghdad repeal decis immedi uncondit,1,0.8,0.19999999999999996
report list num2 form maltreat includ so-cal beirut victim strip beaten forc lie ground,1,0.8,0.19999999999999996
said episod also show copt 's reject british coloni power 's attempt incit sectarian subvers amidst num4 revolut distinguish stand moslem copt one side face coloni power,0,0.4,0.6
american ground forc clash insurg hour,0,0.4,0.6
num-year-old famili prepar riski marrow transplant,1,0.9,0.09999999999999998
presid arnoldo aleman conceed death toll approxim num num3 spokesman govern gilberto wing admit mani peopl miss bodi still found isol area,1,0.9,0.09999999999999998
three british tourist fourth australian kill yesterday yemeni polic storm locat hostag detain order free kidnapp two tourist wound,0,0.5,0.5
girl found drummondvil earlier month,1,0.6,0.4
opinion poll conduct sixth seventh octob includ cross section num3 adult margin error estim num,1,1.0,0.0
demonstr call trial right-w politician see gave rude gestur polic stop four demonstr tri chace senat,0,0.4,0.6
pope shnouda iii copt patriarch reject foreign interfer affair copt egypt stress solidar christian moslem say not accept foreign interfer intern affair resolv quietli offici countri,1,0.9,0.09999999999999998
mohammad galal abd al-kawi author num2-episod seri priest sheikh say convers agenc franc press today sunday wrote episod respond bias campaign western media outlet direct jew purpos incit subvers moslem copt,1,0.8,0.19999999999999996
unit nation secretary-gener kofi anan left tripoli even saturday head tunisia follow close talk one-and-a-half hour libyan leader colonel moammar al kaddafi libyan desert,0,0.5,0.5
plane prepar presid arafat 's flight pari wednesday confirm would alloc first intern trip franc,1,0.8,0.19999999999999996
newspap said everi independ candid spent num3 thousand num3 thousand dollar elect campaign,0,0.5,0.5
gave assur would work secretari state madelin albright distanc proceed,0,0.5,0.5
latvia instanc lowest-rank team field defeat world cup semifinalist turkey playoff qualifi final num2 euro num4,0,0.4,0.6
sourc close al-takr confirm august num4 dissent like hussein kamel hassan iraqi presid 's son-in-law brother saddam fled jordan barazan al-takr deni report time,0,0.6,0.4
deputi chairman chamber commerc damascu flaha said sinc act no num2 approv num4 foreign invest increas dramat bring num3 million economi,1,0.8,0.19999999999999996
unum gasolin futur fell numnum2 cent,0,0.7,0.30000000000000004
num2 briton two american two australian tourist take tour yemen kidnap yesterday hand twenti arm men abyan region,0,0.5,0.5
explain presid arafat affirm determin reach comprehens agreement clinton promis make addit effort order overcom obstacl hinder agreement,0,0.9,0.09999999999999998
process count vote syrian elect begun alreadi vote open yesterday monday num2 num2 local time num2 num2 gmt,0,0.4,0.6
speak tv num news wit jamal fawwaz said stamped occur everybodi fled danc floor exit overhead light caught fire fallen ground caus flame spread,1,1.0,0.0
princ hassan disclos content letter receiv jordanian monarch latter affirm doctor mayo clinic colleagu unit state reliev test result conclud stay later date third month next year god will,1,0.4,0.6
ramadan told report baghdad iraq not deal posit whoever repres secur council unless clear stanc issu lift blockad,1,0.6,0.4
naji al-hudaithi former advisor ministri inform appoint ambassador vienna iraq 's repres intern atom energi agenc,0,0.4,0.6
final truth reconcili commiss ask african nation congress accept respons winni madikizela-mandela militia bear name mandela footbal club plant fear black citi soweto end eighti,0,0.4,0.6
american diplomat point out jordanian monarch presenc wye plantat dispel rumor deterior health condit,1,0.3,0.7
american consul-gener jerusalem john hearst high-level isra offic militari uniform among dignitari,1,0.8,0.19999999999999996
ahern travel tokyo eu-japan summit yesterday consult eu leader telephon later week effort find agre candid,1,0.9,0.09999999999999998
oil price fell fresh num2-year high wednesday,0,0.5,0.5
sourc said cohen receiv prime minist minist defens fayez al-tarawneh hold talk especi jordan 's crown princ princ al-hassan bin talal repres king hussein run countri 's affair,0,0.6,0.4
teenag sensat wayn rooney power england quarter-fin euro num4 two goal monday 's num-num defeat croatia join last eight champion franc beat switzerland num-num,1,0.8,0.19999999999999996
cape town suprem court judg j.h berman refus give port nolloth municip author right forcibl remov squatter,0,0.5,0.5
test cover seven subject area given annual,1,0.8,0.19999999999999996
sun microsystem yahoo microsoft turn heat corpor instant messag market launch new enterpris offer spring,0,0.1,0.9
spd got num2num vote european parliament elect conserv opposit parti poll num2num,1,0.8,0.19999999999999996
crowd cathol hardlin attack offic yesterday 's parad orang order major protest brotherhood,1,1.0,0.0
cape town suprem court judg j.h berman refus give port nolloth municip author right forcibl remov squatter,1,1.0,0.0
doctor without border num2 foreign worker num num3 local staff member work num2 provinc afghanistan,0,0.5,0.5
justic lewi f. powel kennedi succe chief justic warren e. burger florida,0,0.5,0.5
born athen psacharopoulo came unit state age num2 enter oberlin colleg met jean hackett actress new york citi,1,0.5,0.5
third african union summit open ethiopia 's capit addi ababa tuesday june num2,1,0.7,0.30000000000000004
controversy-rack oil giant shell name new head financ effort calm nervou sharehold,1,0.9,0.09999999999999998
freixo also deni silva peacemak say negoti conclud silva sent rio de janeiro state gov rosinha matheu also evangel christian,1,1.0,0.0
geneve-bas fao organ committe announc locat 4th intern world food secur confer move bangkok new delhi secur reason,0,0.4,0.6
wang nativ shanghai china develop magnet puls control devic principl comput memori oper,1,0.6,0.4
organ num2th intern aid confer schedul next month bangkok thailand last saturday respond press report promin hotel bangkok discrimin against hiv-posit visitor attend confer climat chang,1,0.8,0.19999999999999996
like unit state u.n. offici also dismay aristid kill confer call prime minist robert malval port-au-princ hope bring feud parti togeth,0,0.5,0.5
kennedi won california 's democrat presidenti primari sirhan shot lo angel june num num4,0,0.5,0.5
chri de burgh irish songwrit respons ladi red song accompani untold number wed first danc yesterday paid almost num2 num3 creatur explod actor john hurt science-fict classic alien,1,0.9,0.09999999999999998
presid bush return mountain state celebr independ day tell spirit crowd yesterday num3th birthday nation move forward confid strength,1,0.9,0.09999999999999998
third au summit open ethiopian capit addi ababa tuesday june num2 chines premier wen jiabao deliv congratulatori messag repres african union,1,0.7,0.30000000000000004
suicid car bomber deton earli wednesday near green zone central baghdad kill num2 iraqi -- seven civilian three nation guard member,1,0.8,0.19999999999999996
capit mexico mexico citi one oldest citi north america one largest citi world,0,0.3,0.7
mexico citi lie endorh character interior drainag basin altitud approxim num num3 feet num num3 metr,1,0.8,0.19999999999999996
num2 minut take-off monday yang told crew companion board carri sulphur acid would throw passeng unless plane head south korea,0,0.3,0.7
scientist earth gather data mar research unum antarct search meteorit program announc yesterday discoveri martian meteorit recov num3 kilomet south pole,1,0.8,0.19999999999999996
around four million peopl out popul num2 million peopl regularli surf internet vietnam mainli cyber-caf,1,0.9,0.09999999999999998
gdp measur valu good servic nation rose annual rate num percent second quarter compar num percent rise first quarter,1,0.7,0.30000000000000004
want go abroad start life free man israel democraci allow vanunu told report court,1,0.9,0.09999999999999998
john edward prais john kerri man test war nation command,0,0.2,0.8
japan want hunt num num3 mink whale meat could worth num3 million,0,0.2,0.8
mexico citi alway one main cultur center latin america much cultur uniqu mexican,1,1.0,0.0
hand meet mbeki deputi foreign affair minist health minist transport minist defenc minist director gener presid reverend frank chikan,1,1.0,0.0
also tanneri sawmil textil mill food-process plant breweri film industri citi,1,0.6,0.4
war citi briefli occupi alli return dutch,1,0.9,0.09999999999999998
greet isra prime minist ariel sharon recent urg french jew flee israel escap rise anti-semit,0,0.3,0.7
south side store part redevelop abandon steel plant fell num2-num2 vote passag requir major num2 vote num2-memb council,1,0.4,0.6
search focus hangman 's cell reputedli num3 french prison war execut num2th centuri master ropemak 's hous,1,0.8,0.19999999999999996
nasa administr sean o'keef present apollo gemini mercuri astronaut survivor commemor plaqu contain small piec lunar rock,0,0.2,0.8
seagat technolog inc. report loss num2 million revenu numnum2 billion,1,0.9,0.09999999999999998
death toll worst india howev num3 fatal far,0,0.2,0.8
alameda central west zocalo creat num4,1,1.0,0.0
num3 peopl kill suicid bomb clash wednesday iraq 's interim govern mark first month offic,0,0.2,0.8
spaniard led hernan cort arriv num4 tenochtitlan num3 num3 inhabit,0,0.2,0.8
aztec indian found citi site modern-day mexico citi num2th centuri,0,0.2,0.8
suicid attack kill num2 peopl explod bomb-laden vehicl outsid central baqouba polic station wednesday,0,0.4,0.6
citi mark topograph contrast buda built higher river terrac hill western side consider larger pest spread out flat featureless sand plain river 's opposit bank,1,0.9,0.09999999999999998
cinema show new harri potter film issu night vision goggl bid stamp out piraci,1,0.9,0.09999999999999998
accident discoveri skull two young men walk along columbia river caus sensat not age also featur not resembl modern american indian would expect,0,0.3,0.7
bodi found still seat car blacken intens heat,0,0.3,0.7
combin oil price still hover near num2 barrel,0,0.4,0.6
greek govern spend num billion euro,1,0.8,0.19999999999999996
filipino hostag iraq releas,1,1.0,0.0
oil price soar new height terrorist attack saudi arabia nation 's influenti oil minist tri reassur market yesterday opec would best provid adequ suppli,1,0.9,0.09999999999999998
sever peopl includ woman two children suffer injuri incid,0,0.1,0.9
prime minist allawi sent out letter countri might candid,0,0.1,0.9
china virtual refus korean demand correct distort koguyro histori,0,0.3,0.7
wit said gunman wear gray pant tan jacket carri gray bag,1,0.9,0.09999999999999998
soon becam import citi america jurisdict extend well present unit state far south panama,1,1.0,0.0
dutch name batavia remain intern recogn name full indonesian independ achiev djakarta offici proclaim nation capit present name recogn decemb num2 num4,1,0.8,0.19999999999999996
term music nation philharmon orchestra draw larg crowd,1,0.8,0.19999999999999996
friday report miss lori hack num2 left work stun sob,0,0.3,0.7
latest french govern figur show num3 anti-jewish act threat first six month num4 compar num3 last year,0,0.6,0.4
anthropologist say kennewick man 's remain part expand bodi evid show american indian long thought origin inhabit america may not first peopl live contin,1,0.7,0.30000000000000004
googl appar not handl bureaucrat paperwork smoothli onlin search engin sort billion web page,0,0.3,0.7
nearli num million syrian voter obtain elect card particip elect seventh held sinc ascent presid hafez al-assad power num4,0,0.3,0.7
accord offici introduct euro 's web site imaginari window door repres mystic open cooper within european union appear front side banknot,1,0.8,0.19999999999999996
letter time newspap publish issu tomorrow thursday margaret thatcher receiv pinochet hous two week ago said help extend chilean senator-for-lif british peopl contribut shorten falkland 's war against argentina num4 consequ save live larg number briton,1,1.0,0.0
assert within framework draw attent peopl 's congress member legisl num2 deal foreign currenc circul no longer applic becom one signific obstacl econom invest activ,1,0.8,0.19999999999999996
ism non-manufactur index rose num2num juli num2num june,0,0.7,0.30000000000000004
mention airport capabl receiv num3 thousand passeng annual receiv giant plane like boe num3 model,1,0.9,0.09999999999999998
poet maha kanwat progress nation front 's candid promis interview publish +tishreen+ newspap work event win modern law deal women famili youth,0,0.5,0.5
citi 's main industri construct product chemic plastic cement yarn textil,1,0.9,0.09999999999999998
mr sadr want unum connect assassin rival cleric april num4,0,0.2,0.8
parti true path parti rightist led tansu ciller virtu parti islamist republican peopl 's parti socialist democrat led deniz baykal withdrew support govern,0,0.5,0.5
said amusingli tortur use happen christ 's birth absolut not happen,1,0.6,0.4
taliban 's rule num4 num4 dark period afghan athlet especi girl women,0,0.3,0.7
direct issu vietnam 's minist post telecommun trung ta monday latest string measur unveil recent month prevent bad poison inform circul onlin,1,0.9,0.09999999999999998
swedish rescu author announc new talli obtain agenc franc press least num2 peopl mostli young peopl die blaze broke out thursday night theatr gutenberg south,1,0.8,0.19999999999999996
staten island ferri captain michael gansa refus talk investig,0,0.3,0.7
one jordanian hostag said releas three jordanian truck driver,0,0.4,0.6
duesenburg assur market say euro launch least far europ concern best econom condit,0,0.4,0.6
suprem court due decid today wednesday appeal file de klerk purpos omit accusatori paragraph against report especi paragraph respons bloodi attack carri out eighti against anti-apartheid organ,1,0.7,0.30000000000000004
zeroual propos februari num2 elect date date not becom final agreement polit partner accord report first secretari socialist forc front ahm djeddai,1,0.9,0.09999999999999998
chief german central bank bundesbank han tietmey justifi measur cite earli sign econom slowdown affect countri adopt euro,1,0.9,0.09999999999999998
organ demand statement format commiss refer respons crime tortur appropri judici author hold high-rank offici commit conspiraci account apolog peopl collect punish tortur materi physic psycholog damag inflict upon compens,0,0.5,0.5
end seventh visit gulf arab state earlier visit kingdom saudi arabia kuwait qatar bahrain oman unit arab emir,0,0.3,0.7
new talli obtain secur sourc show six peopl includ three western tourist kill seven other wound includ two tourist attack carri out today tuesday yemeni secur forc kidnapp num2 foreign tourist,0,0.9,0.09999999999999998
statement also demand interior minist habib al-adli explain delay conduct investig insid ministri offic respons al-koshah villag event despit passag three month sinc crime commit,0,0.6,0.4
michael said pinochet came britain passport not requir visa like may present support evid medic reason requir treatment therefor no reason immigr author prevent enter countri upon arriv,0,0.4,0.6
said fight mafia activ difficult task requir determin govern respons opposit,0,0.5,0.5
hand hilal affirm voter abroad not obtain elect card point occurr rare violat exampl desir voter vote use ident card,1,0.6,0.4
high-level palestinian offici announc today friday american presid bill clinton gave isra palestinian negoti meet wye plantat maryland next tuesday reach agreement,0,0.5,0.5
iranian islam republ 's spiritu guid ayatollah ali khameni strongli denounc palestinian author presid yasser arafat today friday sign wye plantat accord israel call traitor follow zionist,1,1.0,0.0
ask parti complet term presid liamin zeroual refus say decis step polit one intend go ahead,1,0.6,0.4
tape yigit detail relationship turkish mafia boss jail franc name alaattin cakici,1,0.8,0.19999999999999996
azerbaijani began vote morn sunday first round presidenti elect opinion poll favor current presid heydar aliyev win,1,0.8,0.19999999999999996
three parti enjoy absolut major num3 vote insid parliament requir major unseat govern submit memoranda,1,0.6,0.4
letter went say examin conduct cours treatment posit doctor could expect,1,0.7,0.30000000000000004
