text_id,gold_label,MV_label,MVconf0,MVconf1,MVconf2
209,2,0,0.8,0.0,0.2
210,1,1,0.0,0.8,0.2
211,0,0,0.8,0.2,0.0
212,1,1,0.0,0.8,0.2
213,2,2,0.0,0.4,0.6
214,2,2,0.2,0.0,0.8
215,2,2,0.2,0.0,0.8
216,1,2,0.0,0.25,0.75
217,2,2,0.2,0.0,0.8
218,1,1,0.0,0.6,0.4
219,2,2,0.2,0.0,0.8
220,1,1,0.0,0.6,0.4
221,2,0,0.6,0.0,0.4
222,1,1,0.0,0.6,0.4
223,2,2,0.0,0.4,0.6
224,2,2,0.0,0.0,1.0
225,2,2,0.0,0.2,0.8
226,1,1,0.0,0.75,0.25
227,1,1,0.0,1.0,0.0
228,2,2,0.0,0.0,1.0
229,1,2,0.0,0.4,0.6
230,1,1,0.0,0.6,0.4
231,1,1,0.0,1.0,0.0
232,2,2,0.0,0.25,0.75
233,2,2,0.25,0.0,0.75
234,1,2,0.0,0.2,0.8
235,1,1,0.0,1.0,0.0
236,2,2,0.0,0.0,1.0
237,0,0,1.0,0.0,0.0
238,1,2,0.0,0.2,0.8
239,2,0,0.6,0.0,0.4
240,1,1,0.0,1.0,0.0
241,2,0,0.4,0.2,0.4
242,2,2,0.0,0.4,0.6
243,0,0,0.6,0.2,0.2
244,2,2,0.0,0.0,1.0
245,1,2,0.2,0.4,0.4
246,0,0,0.8,0.2,0.0
247,2,2,0.2,0.0,0.8
248,1,1,0.0,0.6,0.4
249,2,2,0.0,0.2,0.8
250,2,2,0.4,0.2,0.4
251,1,1,0.0,1.0,0.0
252,2,2,0.0,0.0,1.0
253,1,1,0.0,0.6,0.4
254,2,1,0.2,0.4,0.4
255,2,2,0.4,0.0,0.6
256,1,1,0.0,0.8,0.2
257,1,1,0.0,1.0,0.0
258,2,0,0.6,0.0,0.4
259,2,2,0.2,0.2,0.6
260,1,1,0.0,1.0,0.0
261,1,1,0.0,1.0,0.0
262,1,1,0.0,1.0,0.0
263,1,1,0.0,0.8,0.2
264,1,1,0.0,0.8,0.2
265,0,0,0.8,0.2,0.0
266,2,2,0.0,0.2,0.8
267,1,1,0.0,1.0,0.0
268,1,1,0.0,1.0,0.0
269,1,1,0.0,0.8,0.2
270,2,2,0.0,0.2,0.8
271,1,1,0.0,0.6,0.4
272,2,2,0.0,0.2,0.8
273,2,2,0.2,0.0,0.8
274,2,2,0.25,0.0,0.75
275,1,2,0.0,0.2,0.8
276,2,2,0.0,0.0,1.0
277,1,2,0.0,0.4,0.6
278,2,2,0.4,0.0,0.6
279,1,1,0.0,1.0,0.0
280,2,0,0.8,0.0,0.2
281,0,0,1.0,0.0,0.0
282,1,1,0.0,0.8,0.2
283,2,2,0.0,0.2,0.8
284,0,0,0.6,0.4,0.0
285,2,0,0.4,0.4,0.2
286,1,1,0.0,0.6,0.4
287,1,1,0.0,0.6,0.4
288,0,0,0.6,0.2,0.2
289,2,2,0.2,0.4,0.4
290,2,2,0.0,0.2,0.8
291,1,1,0.0,0.8,0.2
292,2,2,0.25,0.0,0.75
293,2,0,0.8,0.0,0.2
294,2,2,0.0,0.2,0.8
295,0,0,0.6,0.0,0.4
296,2,2,0.2,0.0,0.8
297,1,1,0.0,1.0,0.0
298,1,1,0.0,0.6,0.4
299,2,2,0.2,0.0,0.8
300,2,2,0.5,0.0,0.5
301,1,2,0.0,0.4,0.6
302,2,2,0.2,0.0,0.8
303,1,1,0.0,1.0,0.0
304,1,1,0.0,1.0,0.0
305,1,1,0.0,0.6,0.4
306,0,0,1.0,0.0,0.0
307,1,1,0.0,0.8,0.2
308,2,0,0.8,0.0,0.2
309,0,0,0.8,0.2,0.0
310,2,2,0.2,0.2,0.6
311,0,0,0.6,0.4,0.0
312,2,2,0.4,0.0,0.6
313,1,1,0.0,1.0,0.0
314,1,1,0.0,0.8,0.2
315,2,1,0.0,1.0,0.0
316,1,1,0.0,1.0,0.0
317,2,2,0.0,0.0,1.0
318,2,0,0.6,0.0,0.4
319,2,2,0.0,0.2,0.8
320,2,2,0.2,0.0,0.8
321,1,1,0.0,0.6,0.4
322,2,2,0.0,0.2,0.8
323,2,2,0.4,0.0,0.6
324,0,0,1.0,0.0,0.0
325,2,0,0.4,0.2,0.4
326,2,2,0.0,0.0,1.0
327,2,0,0.8,0.2,0.0
328,1,2,0.0,0.4,0.6
329,2,2,0.2,0.0,0.8
330,2,0,0.6,0.0,0.4
331,2,2,0.2,0.4,0.4
332,2,2,0.2,0.4,0.4
333,2,2,0.4,0.0,0.6
334,0,2,0.4,0.0,0.6
335,2,2,0.0,0.0,1.0
336,1,1,0.0,0.8,0.2
337,1,1,0.0,0.8,0.2
338,1,1,0.0,1.0,0.0
339,2,2,0.2,0.2,0.6
340,2,2,0.4,0.2,0.4
341,2,2,0.0,0.2,0.8
342,1,1,0.0,0.8,0.2
343,2,2,0.4,0.0,0.6
344,0,0,0.8,0.2,0.0
345,2,2,0.0,0.2,0.8
346,2,2,0.0,0.2,0.8
347,2,0,0.6,0.0,0.4
348,1,1,0.0,0.8,0.2
349,1,1,0.0,0.6,0.4
350,2,2,0.4,0.0,0.6
351,2,2,0.0,0.4,0.6
352,1,1,0.0,1.0,0.0
353,1,1,0.0,1.0,0.0
354,2,0,0.6,0.0,0.4
355,2,2,0.0,0.0,1.0
356,2,2,0.0,0.0,1.0
357,0,0,0.8,0.0,0.2
358,1,2,0.0,0.4,0.6
359,1,2,0.0,0.4,0.6
360,2,2,0.2,0.2,0.6
361,1,2,0.0,0.4,0.6
362,1,2,0.0,0.2,0.8
363,1,1,0.0,1.0,0.0
364,1,2,0.0,0.4,0.6
365,2,2,0.0,0.2,0.8
366,0,0,1.0,0.0,0.0
367,1,1,0.0,0.6,0.4
368,1,1,0.0,0.8,0.2
369,2,1,0.0,0.6,0.4
370,2,2,0.0,0.0,1.0
371,2,2,0.2,0.2,0.6
372,2,2,0.4,0.0,0.6
373,1,2,0.0,0.4,0.6
374,1,1,0.0,0.8,0.2
375,2,0,0.4,0.2,0.4
376,1,1,0.0,1.0,0.0
377,1,2,0.0,0.2,0.8
378,2,0,0.6,0.0,0.4
379,1,1,0.0,1.0,0.0
380,2,2,0.0,0.4,0.6
381,2,2,0.2,0.2,0.6
382,2,2,0.0,0.2,0.8
383,1,2,0.0,0.2,0.8
384,1,1,0.0,0.6,0.4
385,0,0,0.8,0.2,0.0
386,1,2,0.2,0.4,0.4
387,2,1,0.25,0.5,0.25
388,2,2,0.2,0.0,0.8
389,2,2,0.4,0.0,0.6
390,1,1,0.0,0.6,0.4
391,0,0,0.8,0.2,0.0
392,2,2,0.4,0.2,0.4
393,2,2,0.0,0.2,0.8
394,2,2,0.0,0.0,1.0
395,0,0,0.6,0.0,0.4
396,1,1,0.0,0.8,0.2
397,1,1,0.0,0.8,0.2
398,2,2,0.2,0.2,0.6
399,2,2,0.0,0.2,0.8
400,2,2,0.0,0.0,1.0
401,0,0,0.8,0.2,0.0
402,2,2,0.0,0.2,0.8
403,1,2,0.0,0.4,0.6
404,0,0,0.8,0.0,0.2
405,1,1,0.0,0.8,0.2
406,2,2,0.0,0.2,0.8
407,1,1,0.0,1.0,0.0
408,2,2,0.0,0.0,1.0
409,2,2,0.0,0.2,0.8
410,2,2,0.2,0.0,0.8
411,1,1,0.0,0.6,0.4
412,2,1,0.0,0.6,0.4
413,2,2,0.0,0.0,1.0
414,1,2,0.0,0.4,0.6
415,2,2,0.0,0.0,1.0
416,2,2,0.0,0.0,1.0
417,1,1,0.0,1.0,0.0
418,2,0,0.8,0.0,0.2
419,1,2,0.0,0.0,1.0
420,2,2,0.0,0.2,0.8
421,0,0,0.8,0.0,0.2
422,1,1,0.0,0.6,0.4
423,1,1,0.0,0.8,0.2
424,1,1,0.0,1.0,0.0
425,1,1,0.0,1.0,0.0
426,1,1,0.0,0.75,0.25
427,1,1,0.0,0.8,0.2
428,1,2,0.0,0.4,0.6
429,1,1,0.0,0.8,0.2
430,1,1,0.0,1.0,0.0
431,0,0,1.0,0.0,0.0
432,0,0,0.8,0.2,0.0
433,1,1,0.25,0.5,0.25
434,2,2,0.2,0.0,0.8
435,2,2,0.2,0.0,0.8
436,2,2,0.4,0.0,0.6
437,2,2,0.2,0.2,0.6
438,1,1,0.0,0.8,0.2
439,0,2,0.4,0.0,0.6
440,1,1,0.0,0.8,0.2
441,2,2,0.2,0.2,0.6
442,2,2,0.2,0.0,0.8
443,1,1,0.0,1.0,0.0
444,2,0,0.8,0.0,0.2
445,2,2,0.0,0.2,0.8
446,2,2,0.4,0.2,0.4
447,2,2,0.2,0.0,0.8
448,2,2,0.2,0.0,0.8
449,2,2,0.4,0.2,0.4
450,1,1,0.0,0.6,0.4
451,1,2,0.0,0.2,0.8
452,1,1,0.0,0.8,0.2
453,1,1,0.0,0.8,0.2
454,1,1,0.0,0.8,0.2
455,2,2,0.0,0.0,1.0
456,2,1,0.0,0.8,0.2
457,0,0,0.8,0.2,0.0
458,2,0,0.6,0.2,0.2
459,2,2,0.2,0.0,0.8
460,2,0,0.6,0.2,0.2
461,2,0,0.75,0.0,0.25
462,1,2,0.0,0.2,0.8
463,2,2,0.2,0.0,0.8
464,2,2,0.0,0.0,1.0
465,2,2,0.2,0.0,0.8
466,2,2,0.0,0.2,0.8
467,2,1,0.4,0.4,0.2
468,2,2,0.0,0.4,0.6
469,1,2,0.0,0.2,0.8
470,1,2,0.0,0.2,0.8
471,2,2,0.0,0.0,1.0
472,2,2,0.0,0.2,0.8
473,2,2,0.0,0.2,0.8
474,0,0,0.8,0.2,0.0
475,1,1,0.0,1.0,0.0
476,1,2,0.0,0.2,0.8
477,2,2,0.0,0.2,0.8
478,0,0,0.8,0.2,0.0
479,2,2,0.0,0.0,1.0
480,2,2,0.0,0.2,0.8
481,2,2,0.2,0.0,0.8
482,2,2,0.0,0.0,1.0
483,2,0,0.6,0.0,0.4
484,2,2,0.4,0.2,0.4
485,1,1,0.0,0.8,0.2
486,2,2,0.0,0.2,0.8
487,2,2,0.2,0.2,0.6
488,2,0,0.6,0.2,0.2
489,2,2,0.0,0.2,0.8
490,2,2,0.2,0.0,0.8
491,0,0,0.8,0.2,0.0
492,1,1,0.0,0.8,0.2
493,2,0,0.4,0.2,0.4
494,2,2,0.0,0.2,0.8
495,1,2,0.0,0.4,0.6
496,2,0,0.6,0.0,0.4
497,2,2,0.0,0.0,1.0
498,2,2,0.0,0.0,1.0
499,0,0,0.6,0.2,0.2
500,1,2,0.0,0.4,0.6
501,2,2,0.0,0.2,0.8
502,2,0,0.6,0.0,0.4
503,2,2,0.0,0.4,0.6
504,2,2,0.4,0.0,0.6
505,2,2,0.0,0.2,0.8
506,2,2,0.0,0.2,0.8
507,1,1,0.0,1.0,0.0
508,2,2,0.0,0.0,1.0
509,1,1,0.0,1.0,0.0
510,1,1,0.0,1.0,0.0
511,0,0,0.6,0.2,0.2
512,1,1,0.0,1.0,0.0
513,1,2,0.0,0.4,0.6
514,2,2,0.2,0.2,0.6
515,2,2,0.0,0.2,0.8
516,0,0,0.6,0.0,0.4
517,0,0,0.8,0.0,0.2
518,1,1,0.0,1.0,0.0
519,0,0,0.6,0.2,0.2
520,2,2,0.0,0.2,0.8
521,2,2,0.4,0.2,0.4
522,2,0,0.6,0.0,0.4
523,0,0,0.8,0.2,0.0
524,1,2,0.0,0.2,0.8
525,2,2,0.4,0.0,0.6
526,0,0,0.6,0.2,0.2
527,2,2,0.4,0.2,0.4
528,2,2,0.0,0.2,0.8
529,1,1,0.0,0.6,0.4
530,2,2,0.0,0.0,1.0
531,2,2,0.0,0.4,0.6
532,2,2,0.0,0.2,0.8
533,2,0,0.6,0.2,0.2
534,0,0,0.6,0.2,0.2
535,2,2,0.0,0.2,0.8
536,2,2,0.0,0.2,0.8
537,2,2,0.2,0.0,0.8
538,0,0,0.75,0.0,0.25
539,2,0,0.4,0.4,0.2
540,2,2,0.0,0.2,0.8
541,1,1,0.0,0.8,0.2
542,1,1,0.0,0.8,0.2
543,1,1,0.0,1.0,0.0
544,0,0,0.8,0.2,0.0
545,0,0,0.6,0.2,0.2
546,0,0,0.6,0.0,0.4
547,2,2,0.2,0.0,0.8
548,2,2,0.0,0.2,0.8
549,2,2,0.2,0.0,0.8
550,2,2,0.4,0.2,0.4
551,0,0,0.8,0.2,0.0
552,2,2,0.0,0.0,1.0
553,2,2,0.0,0.2,0.8
554,1,1,0.0,0.8,0.2
555,0,0,1.0,0.0,0.0
556,2,2,0.0,0.2,0.8
557,2,2,0.2,0.2,0.6
558,2,2,0.0,0.2,0.8
559,1,1,0.2,0.8,0.0
560,2,2,0.0,0.2,0.8
561,2,2,0.0,0.2,0.8
562,1,2,0.0,0.4,0.6
563,1,1,0.0,0.8,0.2
564,1,1,0.0,0.6,0.4
565,2,2,0.2,0.0,0.8
566,0,0,1.0,0.0,0.0
567,2,2,0.0,0.2,0.8
568,2,2,0.2,0.2,0.6
569,2,2,0.2,0.0,0.8
570,2,2,0.2,0.2,0.6
571,0,0,0.8,0.2,0.0
572,2,2,0.0,0.2,0.8
573,2,2,0.0,0.0,1.0
574,2,2,0.0,0.2,0.8
575,1,1,0.0,1.0,0.0
576,2,2,0.0,0.2,0.8
577,1,2,0.0,0.2,0.8
578,2,2,0.4,0.2,0.4
579,1,1,0.0,0.6,0.4
580,2,0,0.6,0.0,0.4
581,2,2,0.0,0.2,0.8
582,2,2,0.4,0.0,0.6
583,1,1,0.2,0.8,0.0
584,2,0,0.8,0.2,0.0
585,2,2,0.4,0.0,0.6
586,2,0,0.8,0.0,0.2
587,2,2,0.0,0.0,1.0
588,2,2,0.0,0.2,0.8
589,2,2,0.2,0.2,0.6
590,2,2,0.2,0.2,0.6
591,1,1,0.0,0.6,0.4
592,2,2,0.0,0.0,1.0
593,1,1,0.0,1.0,0.0
594,1,1,0.0,1.0,0.0
595,1,2,0.0,0.2,0.8
596,1,2,0.0,0.4,0.6
597,2,2,0.0,0.4,0.6
598,1,1,0.0,0.8,0.2
599,1,1,0.0,1.0,0.0
600,1,1,0.0,1.0,0.0
601,2,2,0.2,0.0,0.8
602,2,0,0.4,0.2,0.4
603,2,2,0.0,0.2,0.8
604,2,2,0.0,0.4,0.6
605,0,0,0.8,0.0,0.2
606,2,2,0.2,0.2,0.6
607,2,2,0.2,0.0,0.8
608,2,2,0.0,0.2,0.8
609,2,2,0.2,0.2,0.6
610,1,1,0.2,0.6,0.2
611,1,2,0.0,0.4,0.6
612,2,2,0.0,0.2,0.8
613,2,2,0.2,0.2,0.6
614,2,2,0.4,0.0,0.6
615,0,0,0.8,0.2,0.0
616,1,1,0.0,0.8,0.2
617,1,1,0.0,0.6,0.4
618,2,2,0.4,0.0,0.6
619,1,1,0.0,0.8,0.2
620,1,2,0.0,0.4,0.6
621,2,1,0.2,0.4,0.4
622,2,2,0.0,0.2,0.8
623,2,2,0.4,0.0,0.6
624,1,1,0.0,1.0,0.0
625,2,2,0.0,0.2,0.8
626,0,0,0.8,0.2,0.0
627,1,2,0.0,0.4,0.6
628,1,1,0.0,0.8,0.2
629,1,2,0.0,0.2,0.8
630,1,1,0.0,0.8,0.2
631,0,0,0.8,0.0,0.2
632,2,2,0.0,0.2,0.8
633,1,1,0.0,0.8,0.2
634,1,1,0.0,0.6,0.4
635,2,2,0.2,0.0,0.8
636,2,2,0.4,0.0,0.6
637,2,0,0.5,0.0,0.5
638,2,2,0.0,0.2,0.8
639,2,0,0.6,0.0,0.4
640,2,2,0.0,0.0,1.0
641,2,2,0.0,0.0,1.0
642,2,2,0.2,0.2,0.6
643,2,2,0.4,0.0,0.6
644,2,2,0.2,0.0,0.8
645,2,0,0.6,0.0,0.4
646,1,1,0.0,1.0,0.0
647,1,1,0.0,0.6,0.4
648,2,2,0.0,0.2,0.8
649,0,0,0.8,0.2,0.0
650,2,2,0.0,0.0,1.0
651,1,1,0.0,0.8,0.2
652,1,2,0.0,0.4,0.6
653,1,1,0.0,0.6,0.4
654,2,2,0.0,0.4,0.6
655,0,0,0.6,0.2,0.2
656,1,1,0.0,0.8,0.2
657,2,2,0.0,0.0,1.0
658,1,1,0.0,0.8,0.2
659,2,2,0.0,0.2,0.8
660,0,0,0.8,0.2,0.0
661,2,2,0.0,0.2,0.8
662,1,1,0.0,1.0,0.0
663,1,1,0.0,1.0,0.0
664,1,2,0.0,0.4,0.6
665,2,2,0.0,0.2,0.8
666,1,1,0.0,0.6,0.4
667,2,2,0.2,0.0,0.8
668,2,2,0.0,0.0,1.0
669,1,1,0.0,0.5,0.5
670,1,2,0.0,0.4,0.6
671,2,2,0.0,0.0,1.0
672,1,1,0.0,0.8,0.2
673,1,1,0.0,0.8,0.2
674,1,2,0.0,0.25,0.75
675,2,0,0.6,0.0,0.4
676,2,2,0.0,0.2,0.8
677,2,2,0.0,0.2,0.8
678,1,1,0.0,0.8,0.2
679,1,1,0.0,0.8,0.2
680,2,2,0.2,0.2,0.6
681,2,2,0.4,0.0,0.6
682,2,1,0.0,0.6,0.4
683,2,0,0.4,0.4,0.2
684,0,0,1.0,0.0,0.0
685,0,0,1.0,0.0,0.0
686,1,1,0.0,0.6,0.4
687,2,2,0.0,0.0,1.0
688,0,0,0.4,0.2,0.4
689,2,2,0.0,0.2,0.8
690,2,0,0.6,0.0,0.4
691,2,0,0.8,0.2,0.0
692,1,1,0.0,1.0,0.0
693,2,2,0.0,0.0,1.0
694,2,2,0.0,0.2,0.8
695,2,2,0.2,0.2,0.6
696,2,2,0.0,0.2,0.8
697,1,1,0.0,0.6,0.4
698,1,1,0.0,0.6,0.4
699,1,1,0.0,0.6,0.4
700,2,2,0.0,0.2,0.8
701,2,2,0.0,0.2,0.8
702,1,2,0.0,0.2,0.8
703,1,2,0.0,0.4,0.6
704,1,1,0.0,1.0,0.0
705,1,2,0.0,0.5,0.5
706,2,0,0.8,0.2,0.0
707,2,2,0.0,0.4,0.6
708,2,2,0.0,0.0,1.0
709,0,0,0.8,0.2,0.0
710,1,1,0.0,0.6,0.4
711,2,2,0.0,0.0,1.0
712,2,2,0.0,0.2,0.8
713,2,2,0.0,0.2,0.8
714,2,2,0.0,0.0,1.0
715,2,2,0.0,0.0,1.0
716,2,1,0.0,0.75,0.25
717,1,1,0.0,1.0,0.0
718,1,1,0.0,0.6,0.4
719,1,1,0.0,0.8,0.2
720,2,2,0.2,0.2,0.6
721,1,1,0.0,0.6,0.4
722,2,2,0.2,0.2,0.6
723,1,2,0.0,0.4,0.6
724,1,1,0.0,1.0,0.0
725,0,0,1.0,0.0,0.0
726,2,2,0.0,0.2,0.8
727,2,2,0.0,0.2,0.8
728,2,2,0.2,0.0,0.8
729,2,0,0.4,0.2,0.4
730,2,0,0.6,0.2,0.2
731,2,2,0.0,0.2,0.8
732,1,2,0.0,0.0,1.0
733,1,1,0.0,1.0,0.0
734,2,2,0.0,0.0,1.0
735,1,1,0.2,0.8,0.0
736,0,0,0.8,0.2,0.0
737,2,2,0.2,0.2,0.6
738,1,2,0.0,0.4,0.6
739,1,1,0.0,0.6,0.4
740,2,0,0.6,0.0,0.4
741,2,2,0.0,0.2,0.8
742,2,0,0.4,0.2,0.4
743,0,0,0.8,0.2,0.0
744,2,0,0.8,0.0,0.2
745,2,2,0.4,0.0,0.6
746,1,1,0.0,1.0,0.0
747,2,0,0.6,0.2,0.2
748,1,1,0.0,0.6,0.4
749,2,2,0.0,0.2,0.8
750,1,2,0.0,0.4,0.6
751,2,2,0.0,0.2,0.8
752,2,2,0.0,0.2,0.8
753,2,2,0.0,0.2,0.8
754,2,2,0.4,0.2,0.4
755,2,0,0.4,0.2,0.4
756,2,2,0.4,0.0,0.6
757,1,1,0.0,0.8,0.2
758,1,2,0.0,0.4,0.6
759,0,0,0.8,0.0,0.2
760,2,2,0.2,0.0,0.8
761,2,2,0.0,0.2,0.8
762,2,2,0.0,0.0,1.0
763,1,1,0.0,0.8,0.2
764,2,2,0.0,0.2,0.8
765,1,2,0.0,0.4,0.6
766,2,2,0.4,0.0,0.6
767,2,2,0.0,0.0,1.0
768,1,1,0.0,1.0,0.0
769,2,2,0.0,0.2,0.8
770,2,2,0.0,0.4,0.6
771,1,1,0.0,0.6,0.4
772,2,0,0.8,0.0,0.2
773,2,2,0.0,0.2,0.8
