text,label,conf0,conf1,conf2
uiemploy must address fundament landscap chang workforc requir demandsu zain wade url_,0,1.0,0.0,0.0
gen num2 seek financi educ guidanc say latest research view infograph detail url_,1,0.0,1.0,0.0
visit us stand num3 mention_ see new way approach benefit workplac eblivenum4,1,0.0,1.0,0.0
benefit strategi fail younger worker fit purpos employeeengag url_,0,1.0,0.0,0.0
gen x place import compani pension scheme num2 valu num2 valu flexibl work hour find report url_,0,1.0,0.0,0.0
babi boomer least demand gener num2 valu compani pension scheme num2 career develop say report url_,0,1.0,0.0,0.0
latest research find num2 employe gener no access work-bas financi guidanc url_,0,1.0,0.0,0.0
employe benefit fail meet expect todayua multigener workforc employeeengag url_,0,1.0,0.0,0.0
barclay mention_ join us discov new way approach workplac benefit regist join eblivenum4 url_,1,0.0,1.0,0.0
benefit packag meet need younger worker new barclay report suggest employ need adapt url_,0,1.0,0.0,0.0
num2 gen employe would valu financi educ guidanc workplac num2 say unvail url_,0,1.0,0.0,0.0
one-size-fits-al employe benefit fail meet need younger employe workplac say new barclay research url_,0,1.0,0.0,0.0
know simpl safeti check make bike check out video find out url_,1,0.0,1.0,0.0
entrepreneuri activ industri sector num2 show latest entrepreneur index url_,0,1.0,0.0,0.0
uget bikeua benefit cycl health freedom environ cost.watch video url_,1,0.0,1.0,0.0
entrepreneuri activ last six month num4 url_ barclay entrepreneur index citi,0,1.0,0.0,0.0
resurg entrepreneuri activ across uk ireland sharehold chang increas url_,0,1.0,0.0,0.0
2nd report entrepreneur index seri show resurg entrepreneuri activ h2 num4 h2 num4 url_,0,1.0,0.0,0.0
look out 2nd report entrepreneur index seri monday track entrepreneuri activ across uk ireland,1,0.16125,0.6775,0.16125
barclay wealth top custom servic award url_,0,1.0,0.0,0.0
help make sens philanthropi ... url_,0,1.0,0.0,0.0
check out video highlight exclus openoutcri event mention_ url_,1,0.0,1.0,0.0
take look highlight exclus event openoutcri realiti opera mention_ url_,1,0.0,1.0,0.0
two step student award barclay wealth invest manag url_,0,1.0,0.0,0.0
barclay wealth invest manag sponsor isl man student year award url_,0,1.0,0.0,0.0
barclay wealth invest manag sponsor iod seminar director 's role manag risk url_,0,1.0,0.0,0.0
investor biggest concern focu develop world uo euro 's existenti ... url_,0,1.0,0.0,0.0
behaviour financ specialist develop uniqu proprietari ... url_,0,1.0,0.0,0.0
rt wsj wealth report rich work less tax increas url_,0,1.0,0.0,0.0
rt wsj wealth report rich get rich hard work connect url_,0,1.0,0.0,0.0
buy busi not govern url_,1,0.16525,0.6695,0.16525
ft eurozon blog africa rebuff cameronua gay right gambit url_,0,1.0,0.0,0.0
third global wealthi not trust next gener safeguard wealth url_,0,1.0,0.0,0.0
barclay wealth blog commun breakdown usual stoicism test somewhat last two week ... url_,0,1.0,0.0,0.0
barclay wealth back student year award url_,0,1.0,0.0,0.0
rt wsj wealth report steve job still becom great philanthropist url_,0,1.0,0.0,0.0
spain sell govern bond amid systemic-risk threat url_,0,1.0,0.0,0.0
rt wsj wealth report govern defin 'famili rich url_,0,1.0,0.0,0.0
rt wsj wealth report marri rich china new school call beij call moral educ center f ... url_,0,1.0,0.0,0.0
barclay wealthua global client servic centr won uk custom experi award financi servic num4 uk custom experi award,0,1.0,0.0,0.0
barclay wealth name wealth manag year third consecut year num4 global investor award url_,0,1.0,0.0,0.0
barclay wealth continu recommend develop equiti despit volatil market url_,0,1.0,0.0,0.0
barclay wealth partner museum liverpool exhibit sponsorship url_,0,1.0,0.0,0.0
rt wsj wealth report rich use web mostli money food porn url_,0,1.0,0.0,0.0
foundat endow need reconsid invest approach low return environ url_,0,1.0,0.0,0.0
global cultur philanthropi attitud give url_,0,1.0,0.0,0.0
rt mention_ rich donor ruin higher educ url_,0,1.0,0.0,0.0
barclay wealth support 'women year award url_,0,1.0,0.0,0.0
rt mention_ look top ten popular stock top ten trade last week url_,1,0.0,1.0,0.0
rt mention_ invest viewpoint comment look activ drive market sentiment home away url_,0,1.0,0.0,0.0
hard-work wealth holist wealth co-op wealth three theme futur url_,0,1.0,0.0,0.0
emerg activ investor manag financi affair daili routin mani url_,0,1.0,0.0,0.0
barclay wealth 's aaron gurwitz urg client stick us equiti particularli develop economi url_,0,1.0,0.0,0.0
barclay wealth give groudl glen railway spring spruce-up staff volunt barclay wealth work ... url_,0,1.0,0.0,0.0
rt mention_ uk manufactur activ grew fastest num2 year mar accord closely-watch survey url_,0,1.0,0.0,0.0
rt mention_ millionair say money uprev happinessua url_,0,1.0,0.0,0.0
rt mention_ americaua top num2 philanthropist gave less num4 url_,0,1.0,0.0,0.0
barclay wealth sponsorship spectat onlin book club barclay wealth sponsor spectat 's literari onlin ... url_,0,1.0,0.0,0.0
matt bradi philanthropi charit give tough time url_,0,1.0,0.0,0.0
barclay wealth look current state guernsey 's financ commun url_,0,1.0,0.0,0.0
barclay wealth host excel award isl man url_,0,1.0,0.0,0.0
'philanthropolog evolut give barclay wealth identifi characterist wealthi philanthropist url_,0,1.0,0.0,0.0
record number chariti enter num4 barclay wealth commun award jersey channel island url_,0,1.0,0.0,0.0
rt mention_ gate foundat need num3 million complex url_,0,1.0,0.0,0.0
rt mention_ philanthropi 's challeng passion overcom pessim url_,0,0.6573,0.17135,0.17135
bw win best leadership team global privat bank geneva sponsor banker profession wealth manag magazin,0,1.0,0.0,0.0
rt mention_ charit gift drop num num4 chronicl philanthropi say give num3 larg ... url_,0,1.0,0.0,0.0
rt mention_ euro zone post trade deficit url_,0,1.0,0.0,0.0
rt mention_ number peopl out work britain fallen first time sinc spring num4.. url_,0,0.6643,0.16785,0.16785
ambiti younger breed wealthi philanthropist known go giver emerg despit recess url_,0,1.0,0.0,0.0
isl man news barclay wealth launch student year award url_,0,1.0,0.0,0.0
wealthbrief barclay wealth bullish philanthropi url_,0,1.0,0.0,0.0
see daili research show recent market develop url_,1,0.0,1.0,0.0
five day go till barclay jerseyboatshow return weekend pack energi event activ url_,0,1.0,0.0,0.0
hayfestiv call young peopl num+ aspir film maker learn storyboard elmley foundat theatr hay url_,0,0.6569,0.17154999999999998,0.17154999999999998
maturist concern pension save research show valu shape todayua workplac url_,0,1.0,0.0,0.0
uth road safer cyclingua latest video ucycl cityua seri navig road safe url_,0,0.6656,0.16720000000000002,0.16720000000000002
develop countri display higher level uncertainti next gener look wealth australia num2 us num2 url_,0,1.0,0.0,0.0
entrepreneurship respons uk wealth uo barclay wealth insight url_,0,1.0,0.0,0.0
mention_ discuss invest behalf someon els institut uo much risk right url_,0,0.6614,0.1693,0.1693
overcom cost humanu_ url_,0,1.0,0.0,0.0
entrepreneuri activ tech sector num2 num3 show 2nd report barclay entrepreneur index seri url_,0,1.0,0.0,0.0
gay lesbian worker increasingli home citi url_,0,1.0,0.0,0.0
econom recoveri uii fairli mediocr histor standard say michael dick url_,0,1.0,0.0,0.0
rt mention_ popular trade last week top ten buy sell url_,0,1.0,0.0,0.0
rt mention_ fomc left rate unchang follow meet said econom activ pick follow sever downturn,0,1.0,0.0,0.0
latest research show gen z valu flexibl work access career develop said social awar url_,0,1.0,0.0,0.0
barclay proud sponsor legal week privat client forum evolut wealth take place num2/num2 num/num2 url_,0,1.0,0.0,0.0
number safeti uo welcom weird wonder world gilt market url_,0,0.6731,0.16344999999999998,0.16344999999999998
woman think plan financ better num4 mention_ commun support url_,1,0.16799999999999998,0.664,0.16799999999999998
rt mention_ wealthi give oversea less educ religion url_,0,1.0,0.0,0.0
aaron gurwitz head invest strategi fairli optimist global econom recoveri stay track url_,0,1.0,0.0,0.0
rt mention_ stock exchang chariti one biggest problem philanthropist find ... url_,0,1.0,0.0,0.0
rt barclaysstocktrad rb cover warrant a1 limit time url_,0,1.0,0.0,0.0
rt mention_ consid global recess develop look ahead gnum2 summit url_,0,0.6643,0.16785,0.16785
hayfestiv award-win folk elizacarthyband play tonight barclayswealth pavilion num2 num2 hay url_,0,1.0,0.0,0.0
luxuri network market group launch uae url_,0,1.0,0.0,0.0
rt wsj wealth report fair call romney 'silver spoon url_,0,1.0,0.0,0.0
hayfestiv read children classic good night mr tom barclayswealth pavilion today hay url_,0,1.0,0.0,0.0
barclay wealth win 'most integr consum campaign recent market effect award,0,1.0,0.0,0.0
rt mention_ uk public financ suffer tax revenu tumbl govern borrow rise anum2num3bn first six monthsnumurl_,0,1.0,0.0,0.0
isl man news barclay wealth support environment social awar programm url_,0,1.0,0.0,0.0
youuav seen mention_ num3 list let us celebr best best good luck nomine award ceremoni may num2,2,0.16970000000000002,0.16970000000000002,0.6606
derek white uwe still learn understand evolv engag support start-up communityua seedcampl,0,1.0,0.0,0.0
mention_ uwe simpli acceler creat ecosystem function support network start-up globally.ua seedcampl,0,0.6679,0.16604999999999998,0.16604999999999998
barclay wealth invest manag win european contact centr custom servic award,0,1.0,0.0,0.0
global wealthi advis children learn languag success num2 say english vital briton say chines url_,0,1.0,0.0,0.0
isl man local school children 'show racism red card help three former profession footbal ...,0,1.0,0.0,0.0
new report highlight num3bn impact major social issu emphasis import earli intervent url_,0,1.0,0.0,0.0
barclay research show num attitud financi plan workforc url_ url_,1,0.0,1.0,0.0
fantast award ceremoni wealth advisori proud finalist step privat client award mention_ url_,0,0.6573,0.17135,0.17135
read privat funder well place invest innov approach help tackl social problem url_,1,0.16265000000000002,0.6747,0.16265000000000002
rt wsj wealth report govern behind rise fortun rich url_,0,1.0,0.0,0.0
barclay wealth win 'best overal privat bank uk euromoney privat bank award,0,1.0,0.0,0.0
excit day would like thank guest attend follow tune congratul winner award,2,0.16670000000000001,0.16670000000000001,0.6666
congratul juli dean mention_ win barclay outstand achiev award fasttracknum3 entrepreneur sme,2,0.16265000000000002,0.16265000000000002,0.6747
congratul team mention_ win barclay one watch award fasttracknum3 entrepreneur sme,2,0.16860000000000003,0.16860000000000003,0.6628
moment wait num award won present 'outstand achiev 'one watch,0,1.0,0.0,0.0
q 's come end look forward award ceremoni later even stay tune good luck nomine,1,0.0,1.0,0.0
mention_ num2 time spent tackl world problem enumg work mention_ war against drug south america,0,0.6967,0.15165,0.15165
respons mention_ find someon step shoe free think bigger pictur fasttracknum3,0,0.6643,0.16785,0.16785
guest speaker today 's event forefront uk entrepreneuri activ great part fasttracknum3 sme,0,1.0,0.0,0.0
need staff asap mention_ fill temporari posit near real-tim via onlin web app seedcampl,0,0.6614,0.1693,0.1693
listen excit project mention_ next mention_ vision digit currenc go mainstream seedcampl,0,0.6582,0.1709,0.1709
design client lose time due manual feedback loop mention_ enabl share collabor real-tim seedcampl,0,1.0,0.0,0.0
uimeasur buyer activ see engagedu say ceo mention_ mention_ seedcampl,0,1.0,0.0,0.0
proud sponsor legal week privat client forum num4 come soon villa duaest lake como num2 oct uo num nov. url_,0,1.0,0.0,0.0
progress report barclay commun initi find out bank chang programm url_,1,0.16125,0.6775,0.16125
kevin gardin explor potenti impact us govern shutdown econom growth debtceil url_,0,1.0,0.0,0.0
handl bank num2/num no matter watch video find out condit appli url_,1,0.0,1.0,0.0
inheritor feel stronger respons philanthropi entrepreneur wealth insight volum num2 origin legaci ...,0,1.0,0.0,0.0
'entrepreneur busi owner take activ role philanthropi chang order wealth creation url_,0,1.0,0.0,0.0
wealth invest manag win wealth manag year award globalinvestoraward url_,0,1.0,0.0,0.0
barclay proud sponsor great britian rifl team tour west indi well done far,0,0.6715,0.16425,0.16425
invest philosophi campaign win wealth brief european award num4 read invest philosophi ...,1,0.0,1.0,0.0
barclaysjb sponsor wetwheel chariti mention_ come show support url_ barclaysduck,1,0.0,1.0,0.0
rt wsj wealth report wealthi work harder rest url_,0,1.0,0.0,0.0
barclay wealth guernsey collect two euromoney award url_,0,1.0,0.0,0.0
rt wsj wealth report tax philanthropist rich give govern url_,0,1.0,0.0,0.0
philanthropist put price good deed url_,0,1.0,0.0,0.0
early-stag prevent approach cost fifth current social support read latest report philanthropi url_,1,0.0,1.0,0.0
gender trade like url_,1,0.16804999999999998,0.6639,0.16804999999999998
rt wsj wealth report tax revenu rich hazard state health url_,0,1.0,0.0,0.0
emot trader report look person dimens understand invest behaviour wealthinsight url_,0,1.0,0.0,0.0
barclay wealth continu recommend equiti particularli develop market url_,0,1.0,0.0,0.0
barclay wealth mgmt cio aaron gurwitz say safe-haven appeal cash fall world economi grow url_,0,1.0,0.0,0.0
barclay wealth jersey commun award winner announc present url_,0,1.0,0.0,0.0
rt mention_ biggest richest parti ever develop world struggl emerg recess ... url_,0,1.0,0.0,0.0
rt mention_ women charit men public face philanthropi today predomin ... url_,0,1.0,0.0,0.0
sumitomo mitsui bank corp. barclay wealth nikko cordial secur inc. announc privat bank joint ventur url_,0,1.0,0.0,0.0
rt mention_ exactli ufair shareua mean tax rich url_,0,0.6834,0.1583,0.1583
gold look expens right say brian nick url_,0,1.0,0.0,0.0
barclay wealth predict increas activ url_,0,1.0,0.0,0.0
barclay premier leagu trophi wow local footbal fan isl man children given opportun see leg ... url_,0,1.0,0.0,0.0
rt mention_ new flagship philanthropi richistan get new flagship construct ... url_,0,1.0,0.0,0.0
five chariti win big commun award jersey channel island url_,0,1.0,0.0,0.0
time troubl bank find custom not want let url_ philanthropi,0,1.0,0.0,0.0
sponsor 'star eye isl man rais money rebecca hous islandua childrenua hospic url_,0,1.0,0.0,0.0
global market function normal stock particularli develop market like offer upsid url_,0,1.0,0.0,0.0
barclay wealth jersey launch annual commun awardsurl_,0,1.0,0.0,0.0
opalesqu barclay wealth ledburi research report new breed wealthi philanthropist emerg url_,0,1.0,0.0,0.0
wealthi becom increasingli activ philanthropist despit downturn url_,0,1.0,0.0,0.0
jobsgopubl philanthropist umaintain donationsu url_,0,1.0,0.0,0.0
barclay wealth white paper 'tomorrow 's philanthropist launch today read report watch video url_,1,0.0,1.0,0.0
telegraph econom downturn fail dampen philanthropi url_,0,1.0,0.0,0.0
ft.com go-gett becom go-giv barclay wealth 's 'tomorrow 's philanthropist studi report url_,0,1.0,0.0,0.0
barclay wealth name wealth manag year global investor award,0,1.0,0.0,0.0
monthua white paper explor barclay new entrepreneur index map busi activ wealth creation url_,0,1.0,0.0,0.0
new barclay report track sharehold chang uk ireland busi measur entrepreneuri activ url_,0,1.0,0.0,0.0
uwhat like ua check out monthua vaniti fair profil behaviouralfin team mention_ vanityfair,1,0.0,1.0,0.0
rt mention_ final special thank sponsor mention_ walpolesummit,0,0.6614,0.1693,0.1693
us feder reserv confirm buy bond uo right not necessarili url_,0,1.0,0.0,0.0
shaken not stir govern bond whatua next privat investorsua hero url_,0,1.0,0.0,0.0
num2 children take part disabl footbal festiv url_,0,1.0,0.0,0.0
barclay wealth proud sponsor shadow catcher camera-less photographi victoria albert museum url_,0,1.0,0.0,0.0
rt mention_ eu govern face debt increas url_,0,1.0,0.0,0.0
rt mention_ japan trade surplu expand url_,0,1.0,0.0,0.0
like read month mention_ profil behaviouralfin team,1,0.0,1.0,0.0
delight won four award wbeuroawardsnum4 last night mention_,0,1.0,0.0,0.0
katharin photiou role financi well-b workplac mention_ may num2 pbuk url_,0,1.0,0.0,0.0
thank jay jay okocha support debojo school project lago earlier month youarefootbal url_,0,0.6633,0.16835,0.16835
barclay wealth blog postcard edg democraci worst form govern apart other ... url_,0,1.0,0.0,0.0
wellian wiranto talk cnbc invest outlook impact asia develop europ num2/num2/num2 num2am hk/sg time ...,0,1.0,0.0,0.0
rt wsj wealth report tax break yacht come fire yachter thought safe go back th ... url_,0,1.0,0.0,0.0
brian nick bloomberg gold held govern ceas function currenc worthless ... url_,0,1.0,0.0,0.0
rt mention_ us weekli initi jobless claim rose suggest us labour market remain frail url_,0,1.0,0.0,0.0
barclay wealth appoint mitch cox head global invest product offic lead activ america url_,0,1.0,0.0,0.0
katharin photiou uifor first time record histori mention_ found major peopl poverti work families.u pbuk,0,1.0,0.0,0.0
like read barclay invest philosophi behaviour financ featur monthua mention_ url_,1,0.16525,0.6695,0.16525
barclay corpor employ solut boost team appoint katharin photiou head workplac savin ... url_,0,1.0,0.0,0.0
gibraltar bank win prestigi industri award url_,0,1.0,0.0,0.0
rt wsj wealth report bill gate children mock 'billionair song url_,0,1.0,0.0,0.0
barclay wealth won num euromoney privat bank award includ best overal privat bank uk jersey url_,0,1.0,0.0,0.0
wealth manag year award barclay wealth url_,0,1.0,0.0,0.0
stock asia fairli valu often slightli expens say aaron gurwitz url_,0,1.0,0.0,0.0
rt mention_ america unequ citi think gap rich poor usual think ... url_,0,1.0,0.0,0.0
rt mention_ wsj philanthropi enterpris url_,0,1.0,0.0,0.0
aaron gurwitz dollar depreci trade-weight basi averag rate numnum2 per year sinc num4 url_,0,1.0,0.0,0.0
rt mention_ data point trade hope url_,0,1.0,0.0,0.0
support mention_ east london launch new social enterpris scheme train neet young peopl nvq lev num,0,1.0,0.0,0.0
jonathan parker uidc pension member think budget propos posit develop pension members.u pension pbuk,0,1.0,0.0,0.0
katharin photiou uiemploye financi well-b posit impact engag product workplace.u pbuk,0,0.6614,0.1693,0.1693
volunt help make differ rescu anim url_,0,1.0,0.0,0.0
london south east home highest level entrepreneuri activ uk url_,0,1.0,0.0,0.0
hayfestiv listen mark tulli india econom boom corrupt poverti divers cricket 1pm barclayspavilion hay,0,0.6573,0.17135,0.17135
rt wsj wealth report report inequ hasn chang num2 year url_,0,1.0,0.0,0.0
rt wsj wealth report one third millionair use social media url_,0,1.0,0.0,0.0
barclay foundat spain help women risk social exclus find job url_,0,1.0,0.0,0.0
barclay unicef partnership name oversea project year recent busi chariti award london url_,0,1.0,0.0,0.0
rt mention_ downsid control-freak philanthropi url_,0,1.0,0.0,0.0
barclay offer same-sex domest partner benefit equal url_,0,1.0,0.0,0.0
barclay renew sponsorship premier leagu url_,0,1.0,0.0,0.0
reuter philanthropi outlook upbeat not religi chariti url_,0,1.0,0.0,0.0
hayfestiv goodby everyon leav hay today hope enjoy travel home safe,2,0.16265000000000002,0.16265000000000002,0.6747
develop market num2 upsid potenti url_,0,1.0,0.0,0.0
rt mention_ vega tycoon uso lost num2 billionua sheldon adelson know thing two poverti havi ... url_,0,1.0,0.0,0.0
mention_ weuar deliv nine entrepreneur num lifeskil num workshop educ inspir gen-z url_,0,1.0,0.0,0.0
barclay wealth shortlist best global pb global wealth manag year ft investor chronicl wealth manag award,0,1.0,0.0,0.0
rt mention_ children compet donuat need inherit url_,0,1.0,0.0,0.0
rt mention_ inequ soar britain not nation equal panel conclud divis bet ... url_,0,1.0,0.0,0.0
emma turner recal first ugivingua encount child unveil newli releas philanthropi guid url_,0,1.0,0.0,0.0
barclay wealth invest manag win innov technolog transact bank award num4,0,1.0,0.0,0.0
brick slaughter properti wide seen safe asset url_,0,1.0,0.0,0.0
us market react presid obama 's re-elect track trade us share fall valu read url_,1,0.0,1.0,0.0
rt wsj wealth report solv inequ realli bad recess url_,0,1.0,0.0,0.0
barclay wealth sponsor num4 commonwealth youth game url_,0,1.0,0.0,0.0
'philanthropolog evolut give barclay wealth identifi characterist today 's wealthi phi ... url_,0,1.0,0.0,0.0
rt mention_ trade data show weak recoveri url_,0,1.0,0.0,0.0
turn vision realiti mention_ explor topic hayfestiv entrepreneur workshop url_,0,1.0,0.0,0.0
rt wsj wealth report rich save state govern url_,0,1.0,0.0,0.0
rt wsj wealth report ir 's 'wealth squad work ir garner lot headlin crackdo ... url_,0,1.0,0.0,0.0
one week close date barclay wealth commun award jersey ci url_,0,1.0,0.0,0.0
barclay wealth invest manag win four award singapor contact centr associ,0,1.0,0.0,0.0
rt wsj wealth report rich give chariti notion legaci behind today 's philanthrop g ... url_,0,1.0,0.0,0.0
barclay wealth provid uifantast boostu num3 volunt commonwealth youth game url_,0,1.0,0.0,0.0
rt mention_ brazil 's govern introduc new tax design halt appreci nation currenc url_,0,1.0,0.0,0.0
dan egan 's blog cours deserv free bank nytim buck blog peopl angri bank mi ... url_,0,1.0,0.0,0.0
dan egan 's blog idea work academ entreprenu john cook comment would incred arrog ... url_,0,1.0,0.0,0.0
barclay wealth launch first accredit qualif volunt isl man url_,0,0.6659999999999999,0.16700000000000004,0.16700000000000004
rt mention_ read might right time consid absolut return fund url_,1,0.1693,0.6614,0.1693
mention_ unveil research import financi well-b workplac thank join pbuk url_,0,0.6656,0.16720000000000002,0.16720000000000002
rt mention_ barclay standard life tie-up auto-enrol url_,0,1.0,0.0,0.0
richard phelp reflect entrepreneur workshop deliv hayfestiv read full blog url_,1,0.0,1.0,0.0
barclay wealth complet hat-trick ppr award url_,0,1.0,0.0,0.0
barclay sponsor exhibit landscap photographi associ mention_ url_,0,1.0,0.0,0.0
dan egan 's blog mix effect social nudg aaenew paper beshear choi laibson madrian milkman ... url_,0,1.0,0.0,0.0
rt mention_ voluntari tax rich bad idea url_,0,1.0,0.0,0.0
bw commend financi servic forum award sponsorship bigger pictur largest outdoor film event ever guernsey,0,1.0,0.0,0.0
rt mention_ fair millionair flop held millionair fair no one came pre ... url_,0,1.0,0.0,0.0
forb barclay wealth studi tomorrow 's philanthropist show women take lead philanthropi url_,0,1.0,0.0,0.0
forb barclay wealth studi tomorrow 's philanthropist show women take lead philanthropi url_,0,1.0,0.0,0.0
final mention_ num ethic afford altern payday loan wage-back pay advanc url_,0,1.0,0.0,0.0
num mention_ marketplac allow busi turn outstand invoic work capit url_,0,1.0,0.0,0.0
num mention_ provid corpor safer cheaper way pay unbank employe barclaysaccel url_,0,1.0,0.0,0.0
num mention_ singl platform negoti trade agreement deriv commod save cost url_,0,1.0,0.0,0.0
behaviouralfin team work catherin bolgar mention_ seri op- view first url_,1,0.16425,0.6715,0.16425
unevertireesua elderli american refus retir url_,0,1.0,0.0,0.0
student year award winner url_,0,1.0,0.0,0.0
rt wsj wealth report myth 'record-high inequ despit news report record-high inequ ... url_,0,0.6772,0.1614,0.1614
rt wsj wealth report buffett 's call tax rich get 'record respons url_,0,1.0,0.0,0.0
stay invest say barclay wealth despit market uncertainti continu favour develop equiti url_,0,1.0,0.0,0.0
rt mention_ bright light big hedg funder christma come greenwich conn. mont ... url_,0,1.0,0.0,0.0
rt mention_ american rich lead world philanthropi url_,0,1.0,0.0,0.0
rt mention_ mani rich actual work live url_,0,1.0,0.0,0.0
global cultur philanthropi attitud give url_,0,1.0,0.0,0.0
self-direct investor take advantag market condit trade volum increas year year url_,0,1.0,0.0,0.0
jersey offic ci launch women 's intern network url_,0,1.0,0.0,0.0
rt mention_ uk govern not underwrit lloyd bank groupua plan right issu url_,0,1.0,0.0,0.0
rt mention_ china 's trade declin slow url_,0,1.0,0.0,0.0
sriniva siripurapu appoint head southeast asia south asia market manag south asian commun url_,0,1.0,0.0,0.0
subscrib barclay smartwoman commun take charg todayu_ url_,1,0.0,1.0,0.0
barclay report identifi access info financ network key tool need boost femal entrepreneurship url_,0,1.0,0.0,0.0
privat bank work wonder lure super-rich littlebookofwond davidhugh url_,0,1.0,0.0,0.0
rt wsj wealth report 'high-beta rich fuel aspen fight high-beta rich fuel develop debat ... url_,0,0.6602,0.1699,0.1699
graduat see us busi manag fair nottingham univers num2numnum2-numnum2pm tomorrow,1,0.0,1.0,0.0
huffington post cover new report philanthropi earli intervent url_,0,1.0,0.0,0.0
watch barclay wealthua emma turner new philanthropi capitalua dan corri discuss new report philanthropi url_,1,0.16185,0.6763,0.16185
hayfestiv goodby everyon leav hay today hope enjoy travel home safe url_,2,0.16525,0.16525,0.6695
barclay wealth tell client add develop market stock url_,0,1.0,0.0,0.0
rt mention_ rich work harder everyon els url_,0,0.6668,0.16660000000000003,0.16660000000000003
rt mention_ top ten trade barclay stockbrok client saturday num june num4 friday num2 june num4 url_,0,0.6677,0.16615000000000002,0.16615000000000002
rt mention_ new estate-tax math give chariti children url_,0,1.0,0.0,0.0
diversifi fund may seem like free lunch diversifi less transpar say michael dick url_,0,1.0,0.0,0.0
rt mention_ cnbc squawkbox michael dick prospect properti solid foundat url_,0,1.0,0.0,0.0
rt mention_ boe seen sustain crisi lifelin url_,0,1.0,0.0,0.0
rt mention_ develop economi growth recognis gnum2 enough done boost recoveri url_,0,0.6735,0.16325,0.16325
citi issu num4 global citizenship report read url_ citisustain,1,0.0,1.0,0.0
citi 's num2bn climat chang initi surpass goal reach num2numnum2 billion read url_ citisustain,1,0.0,1.0,0.0
citi proud announc reach num2yr/ num2bn climat chang initi 3yr earli url_ citisustain,0,1.0,0.0,0.0
social media much much advic entrepreneur find balanc url_ via mention_,0,0.6675,0.16625,0.16625
happi earthday citi 's green team act ambassador environment initi citisustain url_,0,1.0,0.0,0.0
still foundat futur success built citi 's ceo corbat annual mtg url_,0,1.0,0.0,0.0
remind tomorrow earthday check back find out citi support environment sustain citisustain,1,0.0,1.0,0.0
need offic makeov num tip design collabor product space url_ via mention_,1,0.0,1.0,0.0
earthday next week check back find out citisustain initi,1,0.0,1.0,0.0
num num3 citi facil around globe particip earthhour year citisustain url_,0,1.0,0.0,0.0
help women succeed loreto garcia muriel talk benefit banamex financi educ program url_,1,0.17215000000000003,0.6557,0.17215000000000003
didyouknow nyc tech ecosystem respons num3 num3 direct indirect induc job nyctecheconomi url_,0,1.0,0.0,0.0
platform employ innov approach tackl long-term unemploy launch tampa url_ mention_,0,1.0,0.0,0.0
citiua mention_ craig keysaeon import small busi commun serv url_,0,1.0,0.0,0.0
num must-read articl put kid right financi path citiua mention_ mention_ tctsnum4 url_,1,0.0,1.0,0.0
educ workforc develop program key continu growth nyctecheconomi read url_,1,0.0,1.0,0.0
latest investor relat news right e-mail inbox sign citi news alert url_,1,0.0,1.0,0.0
strong cross-industri network enabl innov financialinclus watch url_ cfsinum2 mention_,1,0.0,1.0,0.0
citi excit collabor wheel platform support invest energi effici mention_ url_,0,1.0,0.0,0.0
kickstart rais african farmer out poverti sustainabletechnolog not aid url_ progressmak,0,1.0,0.0,0.0
innov home energi effici loan financ platform collabor benefit u.s. homeown url_,0,1.0,0.0,0.0
worker nyc tech ecosystem earn hourli wage num2 higher averag nyctecheconomi url_,0,1.0,0.0,0.0
