text,label,conf0,conf1,conf2
rt winesdaypodcast updat foxnew tech failur gopdeb url_ url_,0,0.6576,0.17120000000000002,0.17120000000000002
rt mention_ torch pass .mention_ no longer famou polit assassin congratul mention_ u wiu_,0,0.6393,0.18035,0.18035
rt mention_ jeb bush obama fault not brother obama not clean mess brother made gopdeb url_,0,1.0,0.0,0.0
rt mention_ fox news gopdeb primari voter none wiser polici plan folk put forth journal u_,0,1.0,0.0,0.0
rt mention_ listen fetti wap pack true american gopdeb doesthishashtagexpir,2,0.1684,0.1684,0.6632
rt mention_ trump cross shrug emoji presid busi lego movi gopdeb,0,0.6559,0.17204999999999998,0.17204999999999998
rt mention_ meanwhil white hous ... gopdeb url_,0,0.6596,0.17020000000000002,0.17020000000000002
rt mention_ pleas rt kkkorgop gopdeb url_,0,0.6869,0.15655000000000002,0.15655000000000002
trump think critic misogynist remark polit correct problem nope pervas sexism problem gopdeb,0,1.0,0.0,0.0
rt mention_ gopdeb handl blacklivesmatt url_,0,0.6591,0.17045,0.17045
rt mention_ live chat room gopdeb trump futur spi nonfarmpayrol job netflix -- url_ url_,2,0.1738,0.1738,0.6524
uimention_ gopdeb w/ mention_ deliv highest rate histori presidenti debat trumpnum4 fox say thank,1,0.18235,0.6353,0.18235
rt mention_ most-tweet mention_ gopdeb moment say purpos militari kill people/break thing tran servicememb,0,0.6458,0.17709999999999998,0.17709999999999998
rt mention_ best worst gopdeb url_,2,0.18364999999999998,0.18364999999999998,0.6327
rt mention_ .mention_ big moment mention_ vs. mention_ mention_ reaction women question kellyfilu_,1,0.18014999999999998,0.6397,0.18014999999999998
rt mention_ question hell women bodi part even debat foh stop not num4 wtf gopdebateu_,0,1.0,0.0,0.0
mention_ american get behead oversea mention_ worri whether mention_ call rosi o'donnel fat gopdeb,0,0.6633,0.16835,0.16835
rt mention_ not defend mention_ far fair balanc last night name call juvenil gopdeb,0,0.6957,0.15215,0.15215
rt mention_ non-christian gopdeb god question underlin littl anyon realli care religi minor chriu_,0,1.0,0.0,0.0
rt mention_ gopdeb respons blacklivesmatt pathet url_,0,1.0,0.0,0.0
rt mention_ .mention_ said cut fl tax num2b includ cut estat tax mandat feder law gopdeb htu_,0,0.6611,0.16945,0.16945
rt mention_ dear gop want stop abort ... gopdeb url_,0,0.6667,0.16665000000000002,0.16665000000000002
rt mention_ gopdeb close statement url_,0,0.6702,0.1649,0.1649
rt mention_ statu _uoa singl broke mention_ last night goodby mention_ mention_ chri wallac gopdeb url_,0,1.0,0.0,0.0
rt mention_ gopdeb num2 focu grouper said favor view trump num saw posit url_,1,0.16535,0.6693,0.16535
rt mention_ made first donat mention_ impress gopdeb perform fiorina url_,1,0.14675,0.7065,0.14675
rt mention_ want stop send foreign aid place burn flag start berkeley gopdeb,0,1.0,0.0,0.0
rt mention_ rand paul eye roll chri christi gopdeb url_,2,0.17204999999999998,0.17204999999999998,0.6559
rt mention_ scrap presid 's iran deal iran canuat get nuke kasich4u gopdeb url_,2,0.0,0.0,1.0
tri decid earli come back twitter fulltim gon na wait closer elect gopdeb may hook,2,0.15084999999999998,0.15084999999999998,0.6983
rt mention_ say not worri trump never elect need rememb elect georg bush twice gopdeb url_,0,1.0,0.0,0.0
fox news gopdeb agenda promot carli never mention fire hp fiorina run trump out race url_,0,1.0,0.0,0.0
rt mention_ oh one thing anyon hear anyth afford child care work famili last night gopdeb iu_,0,0.6667,0.16665000000000002,0.16665000000000002
rt mention_ rt mention_ dear mention_ gopdeb notamistak url_,0,0.6667,0.16665000000000002,0.16665000000000002
countri 's go hell megyn kelli foxnew attack trump war women gopdeb,0,1.0,0.0,0.0
rt mention_ 1st gopdeb -- encourag see sever candid express faith god son jesu christ url_,1,0.16325,0.6735,0.16325
rt mention_ donaldtrump said heua not uipolit correct.u cours trumpspeak uiletua face iuam huge asshole.u u_,0,0.6333,0.18335,0.18335
rt mention_ messag gopdeb candid url_,0,0.618,0.191,0.191
rt mention_ worst episod apprentic ever seen gopdeb,0,1.0,0.0,0.0
rt mention_ luntz line go almost reach num3 almost never happen dial research gopdeb httu_,2,0.16544999999999999,0.16544999999999999,0.6691
rt mention_ purpos militari kill peopl break thing someth actual man run presid said u_,0,0.6239,0.18805,0.18805
wonder could get republican parti pay liver transplant play mention_ gopdeb drink game last night,0,0.6211,0.18945,0.18945
rt mention_ great way start friday carlyfiorina mention_ gopdeb url_,1,0.16665000000000002,0.6667,0.16665000000000002
rt mention_ elect first day presid rescind everi illeg unconstitut execut order enact pre obau_,1,0.15115,0.6977,0.15115
rt mention_ upstair put kid bed mani question climat chang miss gopdeb gopclowncar,2,0.16870000000000002,0.16870000000000002,0.6626
theyuar todd akin plan parenthood sting backfir republican gopdeb standwithpp url_,0,0.6889,0.15555000000000002,0.15555000000000002
rt mention_ hey mention_ let republican digest gopdeb allow crazi mention_ trash gop mention_ url_,0,0.6629,0.16854999999999998,0.16854999999999998
rt mention_ watch donald trump receiv enorm applaus horribl misogynist gopdeb answer url_ url_,0,1.0,0.0,0.0
favorit twitter respons gopdeb last night url_ url_,2,0.0,0.0,1.0
rt mention_ gopdeb not debat seri num minut opportun avoid answer question one candidateu_,0,0.6667,0.16665000000000002,0.16665000000000002
rt mention_ simpli incred url_ last night 's gopdeb doubl previou record most-watch primari debat iu_,1,0.0,1.0,0.0
rt mention_ liter could not true watch gopdeb got lousi hangov url_,0,1.0,0.0,0.0
rt mention_ haha littl saa mention_ morn toward mention_ factcheck gopdeb url_,0,0.6659,0.16704999999999998,0.16704999999999998
rt mention_ peopl saw person vs saw tv gopdeb url_,0,1.0,0.0,0.0
rt mention_ marco rubio told face 'candid yesterday anti-gay bigotri url_ gopdeb htu_,0,0.6734,0.1633,0.1633
rt mention_ none made trump look out place foolish yet think done cri think agaiu_,0,0.6264,0.18680000000000002,0.18680000000000002
rt mention_ mayb gop got piven cloward confus pinkard bowden think steal car ... mention_ mention_,2,0.1724,0.1724,0.6552
great time watch gopdeb last night url_,1,0.0,1.0,0.0
rt mention_ gopdeb donald trump say not time polit correct call women fat pig save u_,0,1.0,0.0,0.0
rt mention_ mention_ one peopl tv might next one rip everyth gopdeb url_,0,1.0,0.0,0.0
think mention_ caught surpris first question never abl recov equilibrium gopdeb,2,0.14865,0.14865,0.7027
rt mention_ mention_ web stream mobil app fail gopdebateu u_ not surpris url_,0,1.0,0.0,0.0
rt mention_ gopdeb won largest audienc yet chip num help us keep url_ url_,2,0.17215000000000003,0.17215000000000003,0.6557
trump said mention_ true gentleman start violent num2 gopdeb,0,0.6882,0.15589999999999998,0.15589999999999998
rt mention_ ugh guy ever shut much respect women gopdeb,0,1.0,0.0,0.0
rt mention_ gopdeb teach us futur presid trump america probabl wonuat safe except weuar attack u_,0,1.0,0.0,0.0
rt mention_ go long tire elect season shockingli ill-inform candid gopdeb url_,0,1.0,0.0,0.0
rt mention_ god bless republican parti mani great candid mention_ not even find one mention_ gopdeb,2,0.17275000000000001,0.17275000000000001,0.6545
rt mention_ miracl happen grow opportun grow job gopdeb url_,2,0.16925,0.16925,0.6615
rt mention_ scott walker not even carri state gopdeb,0,1.0,0.0,0.0
rt mention_ black peopl need anymor indic republican hate us peep gopdeb url_,0,1.0,0.0,0.0
rt mention_ sure god told run tooth fairi agre teletubbi vote ye gopdeb,0,1.0,0.0,0.0
rt mention_ trump told megyn kelli go hell foxnew gopdeb,0,0.6705,0.16475,0.16475
rt mention_ caller rush limbaugh show lost respect fox news foxnew gopdeb,0,1.0,0.0,0.0
rt mention_ mention_ mention_ mention_ behaviour gopdeb astonishingli bias,0,0.6708,0.16460000000000002,0.16460000000000002
rt mention_ huh half clinton 's chariti went tonumth clinton url_ copolit hillarynum4 stophillari unitebu_,0,0.6932,0.15339999999999998,0.15339999999999998
rt mention_ gopdeb order take out trump wonder fox news one took order serious mention_,0,0.6892,0.15539999999999998,0.15539999999999998
rt mention_ democrat watch gopdeb last night url_ p2 ctl topprog tcot tlot,2,0.16315000000000002,0.16315000000000002,0.6737
rt mention_ owe mention_ huge thank num expos world_uoamention_ chri wallac mention_ true rhino u_,0,0.6549,0.17254999999999998,0.17254999999999998
rt mention_ scott walker lie say wi budget num3m surplu actual numnum2b deficit url_ gopdeb url_,0,0.6395,0.18025000000000002,0.18025000000000002
rt mention_ receiv word god soup-sandwich crazi gopdeb,2,0.17035,0.17035,0.6593
rt mention_ fox news gopdeb interview candid take gop talk point feed,0,1.0,0.0,0.0
rt mention_ murder black ppl fine- not unborn black babi goplog gopdeb,0,0.6546,0.17270000000000002,0.17270000000000002
rt mention_ miss jon stewart alreadi gopdeb jonvoyag -h,2,0.1488,0.1488,0.7024
rt mention_ chri christi realli stand out gopdeb,1,0.0,1.0,0.0
not pro-lif watch num hour abort last night gopdeb forkedtongu iseeorangepeopl,0,1.0,0.0,0.0
rt mention_ .mention_ fail american peopl tonight tri make histori destroy mention_ kellyfaiu_,0,1.0,0.0,0.0
rt mention_ btw ... mix polit religion get polit gopdeb,0,1.0,0.0,0.0
mention_ mention_ mention_ wtf chri wallac attack trumpnum4 bankruptci give rubio softbal gopdeb,0,1.0,0.0,0.0
rt mention_ honestli donald trump type petti last night 's gopdeb _uo -- url_ url_,0,0.6262,0.1869,0.1869
rt mention_ republican dope say take us back num4 'day one never see one day white hous gopdebateu_,0,0.7033,0.14834999999999998,0.14834999999999998
trump gloat abt buy gop+dem pol bid num4 billionair caricatur myacash gopdeb url_,0,0.6429,0.17855,0.17855
rt mention_ best moment gopdeb last night rand tell christi go get anoth hug obama,1,0.0,1.0,0.0
rt mention_ miss either gopdeb need know no struggl american unlimit war,0,1.0,0.0,0.0
rt mention_ mention_ fight back against abt immigr q. say border porou must fix first u_,1,0.15385,0.6923,0.15385
summari gopdeb statu quo shit show,0,1.0,0.0,0.0
rt mention_ hey look itua num2 men stand stage argu get control womenua bodi choic gopdeb,0,0.6783,0.16085,0.16085
rt mention_ last night gopdeb saw bunch rich old despot zero solut nation problem unu_,0,1.0,0.0,0.0
rt mention_ gopdeb batsask mention_ tbat debat learn noth new url_ url_,2,0.1839,0.1839,0.6322
rt mention_ think peopl qualifi ... unfollow gopdeb,0,1.0,0.0,0.0
real illeg alien- gopdeb farrakhan immigr mexican bor ... url_ via mention_,0,0.6344,0.18280000000000002,0.18280000000000002
gopdeb talk head put debat talk head tell us debat went mayb wast time watch,0,0.6667,0.16665000000000002,0.16665000000000002
trump right mention_ realli need studi matthew num vers num-num gopdeb url_,1,0.18130000000000002,0.6374,0.18130000000000002
rt mention_ wasnuat donaldtrump memor gopdeb moment right acnum3 url_ url_,2,0.17004999999999998,0.17004999999999998,0.6599
gopdeb one pictur url_,2,0.0,0.0,1.0
rt mention_ think women sleep curs shed open field not properti u_,0,0.6718,0.16410000000000002,0.16410000000000002
rt mention_ cheer gopdeb audienc aftertrump defiantli name mention_ woman call fat pig voic u_,0,1.0,0.0,0.0
blackliv not matter appar republican candid presid url_ mention_ uniteblu gopdeb,0,1.0,0.0,0.0
overal main thing learn gopdeb straight white men matter,0,1.0,0.0,0.0
mention_ thought mention_ best post gopdeb interview night gave chanc 2straighten posit,1,0.16854999999999998,0.6629,0.16854999999999998
mention_ mention_ chriswallac america critic ur perform gopdeb b/c u realli bad job moder,0,1.0,0.0,0.0
uimention_ luntz line go almost reach num3 almost never happen dial research gopdeb rig,0,1.0,0.0,0.0
rt mention_ wish could teach teenag girl love much donald trump love gopdeb,0,1.0,0.0,0.0
rt mention_ conserv peopl without network gopdeb mention_,0,1.0,0.0,0.0
rt mention_ come no talk climat chang anyon even seen california right gopdeb debatewithberni,0,1.0,0.0,0.0
rt mention_ .mention_ gopdeb perform review-reel url_ perrynum4,2,0.0,0.0,1.0
rt mention_ last night could rais hand spoil billionair oligarch racist religiu_,0,1.0,0.0,0.0
gopdeb num4 teamdrbencarson mention_ wow brilliant cool calm collected. empow,1,0.0,1.0,0.0
rt mention_ no circumst num2 men dictat abort right women num2st centuri better thatnumu_,0,0.6629,0.16854999999999998,0.16854999999999998
rt mention_ gopdeb winner drudg num2 num3k mention_ time num2 num2k mention_ foxsd num2 mention_ url_,1,0.14755000000000001,0.7049,0.14755000000000001
rt mention_ .mention_ num4 chide mention_ go object moder activ particip gopdeb url_,0,0.6939,0.15305000000000002,0.15305000000000002
gopdeb mention_ mention_ innum4 call mention_ two time slut stand statement,0,0.6344,0.18280000000000002,0.18280000000000002
rt mention_ never watch kellyfil num gopdeb question num pander mention_ num make rate not_uanum2_uau url_,0,1.0,0.0,0.0
imho gopdeb winner marcorubio kasich donaldtrump loser scottwalk randpaul bencarson other complet forgett,1,0.1719,0.6562,0.1719
rt mention_ twitter user takeov gopdeb hashtag drag gop candid url_ kkkorgop url_,2,0.17059999999999997,0.17059999999999997,0.6588
rt mention_ challeng teacher 's union beat way go uo jeb url_ gopdeb,0,0.6652,0.1674,0.1674
mention_ real war women mention_ mention_ mention_ gopdeb mention_,0,0.6905,0.15475,0.15475
rt mention_ .mention_ fire debat perform url_ gopdeb perrynum4 tcot,2,0.0,0.0,1.0
rt mention_ pro-lif republican like gopdeb url_,2,0.15315,0.15315,0.6937
rt mention_ icymi mention_ border security/illeg immigr gopdeb perrynum4 tcot url_,2,0.0,0.0,1.0
rt mention_ trump vs. fox news conflict quit conundrum itua like personif greed vs. hate rootu_,0,0.6941,0.15294999999999997,0.15294999999999997
rt mention_ know extraordinari nation gopdeb,1,0.1629,0.6742,0.1629
rt mention_ meanwhil white hous ... gopdeb url_,0,0.6966,0.1517,0.1517
rubio still prefer see point critic opportun inconsist gopdeb,1,0.17525000000000002,0.6495,0.17525000000000002
rt mention_ fire .mention_ fire debat perform url_ gopdeb perrynum4,1,0.15910000000000002,0.6818,0.15910000000000002
rt mention_ settl gopdeb url_,2,0.0,0.0,1.0
rt mention_ mention_ get lot mention_ hatemail tonight _u gopdeb total overr angri sheu_,0,1.0,0.0,0.0
liter could not true watch gopdeb got lousi hangov url_ mention_,0,0.6667,0.16665000000000002,0.16665000000000002
rt mention_ not singl question last night 's gopdeb urgent issu time climat chang,0,1.0,0.0,0.0
gopdeb foxnew gotcha question seem design elicit typic polit spin respons tlot,0,0.6782,0.1609,0.1609
gopdeb promis made startup tech confer seem quit reason,1,0.0,1.0,0.0
rt mention_ mention_ mention_ mention_ mention_ amen trumpnum4 wakeupamerica gopdeb tcot stoprush url_,0,0.6318,0.18409999999999999,0.18409999999999999
rt mention_ highest call leadership challeng statu quo unlock potenti other gopdeb carlynum4,2,0.16635,0.16635,0.6673
rt mention_ watch donald trump bandwagon pass tlot tcot gopdeb url_,0,0.6941,0.15294999999999997,0.15294999999999997
rt mention_ gopdeb began not moder say num million ppl discuss racial issu happen thosu_,0,0.6705,0.16475,0.16475
rt mention_ noth like listen ten dude never need abort talk whether right u_,0,1.0,0.0,0.0
rt mention_ fox silenc koch billion not singl question last night 's gopdeb climatechang denier mondu_,0,1.0,0.0,0.0
rt mention_ republican rich not care poverti america definit not care bout poverti blau_,0,0.6667,0.16665000000000002,0.16665000000000002
offic chat gopdeb out flame liber polit geek probabl not surpris,2,0.0,0.0,1.0
rt mention_ thing could made last night 's gopdeb amus would cowbel morecowbel url_,2,0.17855,0.17855,0.6429
rt mention_ ted cruz attack republican gopdeb,0,1.0,0.0,0.0
rt mention_ icymi not no hell no irand gopdeb perrynum4 tcot url_,0,0.6774,0.1613,0.1613
rt mention_ hard say won gopdeb berni hillari,2,0.0,0.0,1.0
rt mention_ donald trump win elect know biff-stole-the-almanac timelin gopdeb,0,1.0,0.0,0.0
rt mention_ chip num keep momentum go gopdeb carlynum4 url_,2,0.17435,0.17435,0.6513
rt mention_ chri christi said work two year retiring.and get ten thousand less paidu_,0,0.6702,0.1649,0.1649
rt mention_ john kasich readi lead join team clair url_ gopdeb url_,1,0.16850000000000004,0.6629999999999999,0.16850000000000004
rt mention_ biggest loser debat fox moder attack instead moder gopdeb,0,1.0,0.0,0.0
rt mention_ trump yet give singl evidence-bas answer direct question polici frighten gopdebu_,0,1.0,0.0,0.0
way studio -- appear mention_ discuss last night 's gopdeb tune,2,0.19230000000000003,0.19230000000000003,0.6154
rt mention_ honestli think sometim guy forgot came womb kkkorgop gopdeb url_,0,0.6778,0.16110000000000002,0.16110000000000002
rt mention_ women shame women abort deserv shame no soul self respect plannedparenu_,0,1.0,0.0,0.0
rt mention_ rich wage war poor die jean-paul sartr gop foreign polici gopdeb,0,1.0,0.0,0.0
gopdeb saw candid complet miss mark race blacklivesmatt url_ url_,0,0.6889,0.15555000000000002,0.15555000000000002
rt mention_ s/o gop proud defeat teacher union even though want higher wage gopdeb,0,1.0,0.0,0.0
rt mention_ obama better not leav prayer rug behind oval offic get elect throw out gopdeb,2,0.16365000000000002,0.16365000000000002,0.6727
mention_ mention_ got right gopdeb,0,0.6277,0.18614999999999998,0.18614999999999998
rt mention_ trump said u.s. stupid let us vote presid wtf peopl gopdeb,0,1.0,0.0,0.0
excit mention_ gopdeb kasich4u republicandeb kasichnum4 wait num2 year,1,0.0,1.0,0.0
rt mention_ rep engel 2nd major jewish democrat announc opposit iran deal gopdeb follow schumer opposit,2,0.1889,0.1889,0.6222
hey look feel donald trump sum one gif gopdeb url_,0,1.0,0.0,0.0
rt mention_ dude legal marijuana gopdeb,2,0.0,0.0,1.0
rt mention_ learn gopdeb guy 's dad mailman jesu christ everyon 's run mate gop runu_,2,0.1658,0.1658,0.6684
rt mention_ marco rubio briefli back immigr reform privat berat dreamer url_ gopdeb url_,0,0.6341,0.18295,0.18295
rt mention_ uii french-kiss jesu christ u everi candid gopdeb,0,0.6418,0.17909999999999998,0.17909999999999998
gopdeb closingstat mention_ honest u def talk mention_ coz steal ur schtick,0,0.6744,0.1628,0.1628
cnn msnbc new york time prais fox moder know moder fuck gopdeb,0,1.0,0.0,0.0
rt mention_ trump lunat gopdeb,0,1.0,0.0,0.0
cruz class truth get vote gopdeb,1,0.0,1.0,0.0
rt mention_ assclown reason anyon even talk illeg immigr keep dig donald gopdeb,0,0.6146,0.19269999999999998,0.19269999999999998
rt mention_ tom hank final somebodi make sens gopdeb debatewithberni,1,0.18025000000000002,0.6395,0.18025000000000002
rt mention_ olivia pope would not vote guy gopdeb,0,0.7091,0.14545000000000002,0.14545000000000002
gop candid want reduc tax huckabe want legal prostitut drug tax gopdeb,0,0.6738,0.16310000000000002,0.16310000000000002
rt mention_ hi fox panel ask donald everi singl question hand shovel keep dig u_,0,1.0,0.0,0.0
gopdeb trump break record not polish politician make love even url_,1,0.17525000000000002,0.6495,0.17525000000000002
rt mention_ oh movi trailer gopdeb debatewithberni,0,0.6701,0.16494999999999999,0.16494999999999999
trump accessori women wear shoe gopdeb url_,0,1.0,0.0,0.0
donald trump absolut nut entertain lol gopdeb,0,1.0,0.0,0.0
mention_ top gop pundit pick gopdeb winner url_ url_ winner ... fox news loser ... usa,0,0.6703,0.16485,0.16485
rt mention_ candid went mention_ num2 time gopdebate-but remain silent issu affect us url_,0,1.0,0.0,0.0
rt mention_ .mention_ tri 2show mention_ w mention_ tri 2take tri 2destroy not happen kellyu_,0,0.7039,0.14805000000000001,0.14805000000000001
give e big ego gopdeb 's earn excel rhyme rump,0,1.0,0.0,0.0
passion gopdeb religiousupamovi,1,0.1724,0.6552,0.1724
rt mention_ mention_ got best review deserv read nreditori recap gopdeb -- url_,1,0.16854999999999998,0.6629,0.16854999999999998
rt mention_ brutal question assclown megan kelli lesson care tweet twitter gopdeb,1,0.15905000000000002,0.6819,0.15905000000000002
rt mention_ democrat watch gopdeb url_,2,0.18480000000000002,0.18480000000000002,0.6304
trump chang mind support partial birth abort friend chang mind abort great kid gopdeb,0,1.0,0.0,0.0
best close statement mention_ gopdeb,1,0.0,1.0,0.0
rt mention_ stop worri love start worri respect tellingitlik gopdeb url_,1,0.14895000000000003,0.7021,0.14895000000000003
rt mention_ trump sycoph want know mention_ hidden agenda last night answer simpl call vaginu_,0,0.6353,0.18235,0.18235
real gopdeb winner republican voter fox nation url_,2,0.17814999999999998,0.17814999999999998,0.6437
donald trump realli nasti piec work hope disappear quickli gopdeb,0,0.6264,0.18680000000000002,0.18680000000000002
rt mention_ fetus not unborn babi cluster cell stop shame peopl want/hav abort gopdeb,0,1.0,0.0,0.0
rt mention_ far away best tweet last night debatewithberni gopdeb url_,1,0.1613,0.6774,0.1613
know chrischristi remind actor andi devin gopdeb url_,2,0.0,0.0,1.0
rt mention_ despit huckabe say alway make sure prostitut pimp pay fica pension gopdeb,0,1.0,0.0,0.0
rt mention_ hillari clinton watch gopdeb like url_,2,0.18280000000000002,0.18280000000000002,0.6344
mention_ great challeng candid gopdeb candid not handl tough question could never b potu,1,0.16854999999999998,0.6629,0.16854999999999998
rt mention_ iuad say opposit megan kelli act like sjw tumblr whine femin sad gopdeb url_,0,1.0,0.0,0.0
number time ronald reagan mention gopdeb damn high,0,1.0,0.0,0.0
rt mention_ trump against pnumc cultur suddenli num3 not even kid howl shit-cav human gopu_,0,1.0,0.0,0.0
rt mention_ bencarson great close oper brain not worri skin color gopdeb,1,0.0,1.0,0.0
rt mention_ women would offend trump misogyni certainli not vote republican find new fake issu faux news u_,0,0.6538,0.17309999999999998,0.17309999999999998
rt mention_ keep religion out polit gopdeb,0,1.0,0.0,0.0
rt mention_ not bought not sold mention_ reiter point against mention_ gopdeb,2,0.1643,0.1643,0.6714
rt mention_ meet new darl left uu megyn gotcha kelli gopdeb mention_ donaldtrump megynkelli,2,0.1406,0.1406,0.7188
uimention_ behind fox debat anchor hash out question gopdeb fail,0,1.0,0.0,0.0
anyon get trash play mention_ gopdeb drink game drinkinggam,0,1.0,0.0,0.0
donaldtrump donat u..h call favor year later sound like thegodfath not potu that legal gopdeb gopclowncar,0,1.0,0.0,0.0
rt mention_ ugh think actual peopl sit couch last night say ye ye reason gopdeb,0,1.0,0.0,0.0
rt mention_ polit even partial ration trump 's campaign gop nomin end gopdeb,0,1.0,0.0,0.0
rt mention_ .mention_ takeaway last night america not deserv ben carson url_ gopdeb,2,0.18480000000000002,0.18480000000000002,0.6304
rt mention_ scott walker choos kill mother rather abort unborn embryo reason countri give us funni u_,0,1.0,0.0,0.0
not uniteblu abort talk point gopdeb sinc ppsellsbabypart,0,0.6425,0.17875000000000002,0.17875000000000002
rt mention_ close statement reminisc america no longer exist ted kennedyua num4 immigr nation act gu_,0,0.6374,0.18130000000000002,0.18130000000000002
rt mention_ not make chri christi stop cleveland ice cream shop gopdeb url_,2,0.16015000000000001,0.16015000000000001,0.6797
rt mention_ ted cruz go person take away telescop tri witch gopdeb,0,1.0,0.0,0.0
rt mention_ gopdeb excit anyth els tv past num2 year ...,1,0.0,1.0,0.0
mention_ mention_ mention_ gopdeb better thought would though candid finess issu sound byte,1,0.16665000000000002,0.6667,0.16665000000000002
rt mention_ ye marco rubio actual said iraq invas 'wa not mistak url_ gopdeb url_,0,0.6958,0.1521,0.1521
rt mention_ marco rubio vote against unemploy benefit even though florida need url_ gopdeb htu_,0,0.675,0.16249999999999998,0.16249999999999998
jebbush thought gopdeb rethinknum3 url_,1,0.0,1.0,0.0
rt mention_ lot job avail bush serv num term conserv commit suicid gou_,0,0.6277,0.18614999999999998,0.18614999999999998
huh watch mention_ debat num far moder particip better gopdeb,1,0.0,1.0,0.0
rt mention_ donald trump insult mention_ women not one man stage confront none worthi u_,0,0.6477,0.17614999999999997,0.17614999999999997
rt mention_ mention_ wait mention_ ask mention_ stop beat wife gopdeb url_,0,0.6264,0.18680000000000002,0.18680000000000002
rt mention_ last night watch mention_ got mention_ good stuff gopdeb u_,0,0.6407,0.17964999999999998,0.17964999999999998
rt mention_ earth mention_ aint gopdeb foxdeb megynkelli megynkellydebatequest url_,0,0.6706,0.1647,0.1647
rt mention_ ... rand paul land first haymak night gopdeb,2,0.16665000000000002,0.16665000000000002,0.6667
rt mention_ come mention_ num4pm live mention_ patriotnum3 post gopdeb,2,0.15355000000000002,0.15355000000000002,0.6929
republican not like rosi o'donnel icymi mention_ gopdeb debrief mention_ url_,2,0.16110000000000002,0.16110000000000002,0.6778
fff highlight week includ nationalunderwearday gopdeb jonvoyag offici worst week ever tgif,0,0.6843,0.15785,0.15785
rt mention_ mention_ jon stewart feel comfort w/retir gopdeb solv problem person scientif httu_,2,0.1632,0.1632,0.6736
rt mention_ cours assclown not pledg not run third parti candid gopdeb,0,0.6506,0.17470000000000002,0.17470000000000002
paul krugman sum happend last night one two major parti gone off deep end url_ gopdeb,0,1.0,0.0,0.0
rt mention_ rememb no matter win gopdeb everyon watch lose alcoholpoison,0,1.0,0.0,0.0
rt mention_ trump video cost num time num3m would manag mention_ gopdeb hu_,0,0.6859999999999999,0.15700000000000003,0.15700000000000003
mention_ disgrac last night ... gopdeb,0,0.6778,0.16110000000000002,0.16110000000000002
